,Iteration,Number of Processors,Grid Size,Maximum Refinement Level,Bubble Size,Bubble Density,"log(Cost, Node-Hours)",Pred. Mean,Pred. Sigma,Max Sigma,Cost Pred. Error,Memory Pred. Error,Hyperparameter-0,Hyperparameter-1,Hyperparameter-2,LML Max,Pred. Sigma Avg.,Cumulative Cost,Cumulative Regret,MaxRSS,rep,Candidate Selection,mem_limit_rel,n_init_rel
13,14.0,4.0,32.0,4.0,0.4,0.1,-0.834993220432,-0.625401907211,0.0648362869136,0.915252588189,0.686685020131,4600893.05252,-0.289174696927,0.86498734973,-5.97804163333,0.167880744333,0.64307200749,19.0895728889,12.0559444444,7.02414795251,0,RGMA,0.95,0.0025
14,15.0,4.0,32.0,3.0,0.2,0.025,-1.19869006563,-0.959419297092,0.214508978831,0.866842056095,0.662536199093,4637660.00255,0.141872426656,1.29651755498,-5.94412647282,1.44587859765,0.730045272165,19.1528592222,12.0559444444,6.70508059265,0,RGMA,0.95,0.0025
15,16.0,32.0,32.0,6.0,0.4,0.1,,0.657994579629,0.0931192880484,1.07473289759,0.662536139292,4493397.30952,0.141873308043,1.29651795866,-5.9441264294,1.44587859765,0.730045517345,29.1589925556,22.0620777778,7.15660227452,0,RGMA,0.95,0.0025
16,17.0,32.0,32.0,6.0,0.3,0.025,,0.658594640315,0.0811132759933,1.0747333702,0.662536138724,4465741.30858,0.141873040393,1.29651796027,-5.94412639442,1.44587859765,0.730045421929,39.7224592222,32.6255444444,7.15660227452,0,RGMA,0.95,0.0025
17,18.0,32.0,32.0,5.0,0.2,0.025,0.300015457785,0.634657749019,0.297566152784,1.07473322674,0.554550367978,4476850.69375,0.089591329458,1.23498125822,-5.93594001648,0.197482382681,0.714267383769,41.7177925555,32.6255444444,7.04114245946,0,RGMA,0.95,0.0025
18,19.0,8.0,16.0,5.0,0.4,0.02,-0.654172496202,-1.23057812525,0.306787045619,1.04707686193,0.241648922572,4589673.5155,4.30540409192,3.72508157002,-5.75611671197,0.200578769115,0.361361669236,41.9395241111,32.6255444444,5.96454246608,0,RGMA,0.95,0.0025
19,20.0,16.0,32.0,4.0,0.5,0.4,-0.280263707748,-0.538622606469,0.602910819765,1.11510877841,0.327841052661,4591353.01076,5.09606885189,4.1638205436,-5.63442898869,-1.05133600104,0.160458792574,42.464013,32.6255444444,6.82348048923,0,RGMA,0.95,0.0025
20,21.0,32.0,32.0,5.0,0.4,0.4,0.332626949944,0.243251250497,0.100294232156,0.461999486063,0.291620769983,4597923.98575,4.46819564058,3.89342513389,-5.69351482814,0.910052841284,0.178246226965,44.6149463333,32.6255444444,7.04436663524,0,RGMA,0.95,0.0025
21,22.0,16.0,16.0,6.0,0.3,0.05,0.0804533117423,-0.0718963692759,0.0988077049796,0.562596099871,0.353041242547,4363265.96601,4.06440683861,3.6019732009,-5.92657206403,0.572079223851,0.223977013476,45.8184663333,32.6255444444,7.05671707362,0,RGMA,0.95,0.0025
22,23.0,8.0,32.0,6.0,0.3,0.25,,0.351478781826,0.0996282188202,0.792729794128,0.353041242547,4373997.91816,4.06440683861,3.6019732009,-5.92657206403,0.572079223851,0.223977013476,48.019893,34.8269711111,7.15660227452,0,RGMA,0.95,0.0025
23,24.0,16.0,32.0,5.0,0.3,0.2,0.0469804773975,0.185105682137,0.0905575207418,0.792729794128,0.261551532826,4383971.55413,4.14805673758,3.64807243001,-5.77273157404,1.86658562025,0.214578289617,49.1341374444,34.8269711111,7.03363473918,0,RGMA,0.95,0.0025
24,25.0,16.0,32.0,5.0,0.5,0.1,0.264044005934,0.075334001904,0.0782991585249,0.752876386667,0.289795828929,4399564.26153,4.3446995941,3.78698121542,-5.33436263389,0.287538278842,0.19916960541,50.9708618888,34.8269711111,7.14345549484,0,RGMA,0.95,0.0025
25,26.0,24.0,32.0,6.0,0.4,0.02,,0.732000769317,0.107727822268,0.638034334408,0.289795817424,4414287.37497,4.34469827097,3.78698053323,-5.33436317894,0.287538278845,0.199169683352,61.8477952221,45.7039044443,7.15660227452,0,RGMA,0.95,0.0025
26,27.0,16.0,32.0,5.0,0.4,0.1,0.0689967770814,0.162802044932,0.0825731290644,0.638034750326,0.267648323682,4420330.01258,4.32273504725,3.77750282879,-5.3121925055,2.13807738552,0.200341134431,63.0199818888,45.7039044443,7.03330535389,0,RGMA,0.95,0.0025
27,28.0,24.0,32.0,5.0,0.4,0.25,0.215938795344,0.28525462218,0.0948020283113,0.642530039409,0.248558572743,4426143.20089,4.61807628059,3.91447740122,-5.31601731697,2.42063986431,0.183545839088,64.6641218888,45.7039044443,7.0414659563,0,RGMA,0.95,0.0025
28,29.0,24.0,32.0,6.0,0.3,0.02,,0.677342300851,0.0941913682142,0.570179675949,0.248558572743,4437138.29427,4.61807628059,3.91447740122,-5.31601731697,2.42063986431,0.183545839088,74.8185218887,55.8583044443,7.15660227452,0,RGMA,0.95,0.0025
29,30.0,16.0,32.0,6.0,0.5,0.1,,0.57839756308,0.0904493013599,0.570179675949,0.248558575402,4447352.1884,4.61807860591,3.91447808798,-5.31601757584,2.42063986431,0.183545799975,83.6637663332,64.7035488887,7.15660227452,0,RGMA,0.95,0.0025
30,31.0,4.0,16.0,6.0,0.5,0.1,,-0.330407644853,0.130645300258,0.57017955701,0.248558575402,4223503.68327,4.61807860591,3.91447808798,-5.31601757584,2.42063986431,0.183545799975,84.7532218887,65.7930044443,7.15660227452,0,RGMA,0.95,0.0025
31,32.0,24.0,32.0,6.0,0.4,0.5,0.541299608066,0.671595956561,0.101503600036,0.57017955701,0.209817624002,4228092.19191,4.23418843889,3.71183010274,-5.38240516569,4.00298838709,0.208414903724,88.2309818887,65.7930044443,7.03935890672,0,RGMA,0.95,0.0025
32,33.0,4.0,16.0,6.0,0.2,0.025,,-0.320845646923,0.149439080957,0.696962880801,0.209817624002,4049366.56801,4.23418843889,3.71183010274,-5.38240516569,4.00298838709,0.208414903724,89.3176418887,66.8796644443,7.15660227452,0,RGMA,0.95,0.0025
33,34.0,16.0,32.0,6.0,0.5,0.4,0.487294272258,0.531226432335,0.0852252980771,0.696962880801,0.205724436758,4061662.4509,4.3472472516,3.75594232736,-5.43165764087,4.50934263492,0.201631076038,92.3887441109,66.8796644443,7.11369312661,0,RGMA,0.95,0.0025
34,35.0,8.0,32.0,5.0,0.5,0.05,,-0.104596849866,0.0810404874298,0.67542664117,0.205724436758,3921642.79484,4.3472472516,3.75594232736,-5.43165764087,4.50934263492,0.201631076038,93.6784596665,68.1693799998,7.15660227452,0,RGMA,0.95,0.0025
35,36.0,32.0,32.0,6.0,0.4,0.025,,0.662973764673,0.0901965851338,0.67542664117,0.205724436758,3914589.70499,4.3472472516,3.75594232736,-5.43165764087,4.50934263492,0.201631076038,104.157393,78.6483133332,7.15660227452,0,RGMA,0.95,0.0025
36,37.0,32.0,32.0,4.0,0.3,0.025,-0.0186909095499,0.00288781688312,0.104782581093,0.67542664117,0.205396446373,3907014.31466,4.41944795958,3.79353263851,-5.47768098842,6.75836687816,0.194054234138,105.115268555,78.6483133332,7.02883402707,0,RGMA,0.95,0.0025
37,38.0,8.0,16.0,6.0,0.5,0.025,,-0.153951690305,0.0944250589572,0.649834262738,0.205396448035,3771953.15059,4.419447796,3.79353257086,-5.47768097466,6.75836687817,0.194054243418,106.416695222,79.9497399999,7.15660227452,0,RGMA,0.95,0.0025
38,39.0,8.0,32.0,5.0,0.4,0.1,-0.126790521504,-0.114471290641,0.0752221665758,0.649834296765,0.205699976324,3772619.39695,4.45652251135,3.81112466014,-5.53263694423,7.50750482703,0.189681386434,107.163504111,79.9497399999,7.09480473989,0,RGMA,0.95,0.0025
39,40.0,4.0,16.0,6.0,0.2,0.025,,-0.309567122399,0.132998667694,0.638720471077,0.205699976324,3734212.09609,4.45652251135,3.81112466014,-5.53263694423,7.50750482703,0.189681386434,108.220000778,81.0062366666,7.15660227452,0,RGMA,0.95,0.0025
40,41.0,16.0,32.0,5.0,0.4,0.4,0.0629060696427,0.0911265936279,0.0703256166301,0.638720471077,0.203039094132,3740996.93864,4.51692292014,3.83616317627,-5.57826578068,10.0924503009,0.185416076167,109.375863,81.0062366666,7.0344571111,0,RGMA,0.95,0.0025
41,42.0,16.0,16.0,6.0,0.4,0.05,0.179650077148,0.0216436350685,0.0791681233982,0.625928237178,0.223986312312,3661401.47255,4.42206451264,3.74419092837,-5.51174472771,8.91406354399,0.20545673471,110.888205222,81.0062366666,7.05562293543,0,RGMA,0.95,0.0025
42,43.0,32.0,32.0,5.0,0.3,0.4,0.328839707249,0.295030920374,0.0765616157766,0.712666246532,0.225662902485,3663647.27736,4.37395292516,3.72615369461,-5.55638417385,11.3963405946,0.205784691634,113.020463,81.0062366666,7.0702418447,0,RGMA,0.95,0.0025
43,44.0,16.0,16.0,6.0,0.5,0.025,0.168447719809,0.098462123157,0.0764026753632,0.720579549325,0.233602461847,3611160.42421,4.39830743594,3.71947507997,-5.58785282109,11.7199055517,0.20832510242,114.494294111,81.0062366666,7.05499647375,0,RGMA,0.95,0.0025
44,45.0,4.0,16.0,6.0,0.4,0.2,-0.445440852414,-0.265659911527,0.132619049789,0.737574877721,0.203803585159,3621335.06494,4.21401460012,3.6657388934,-5.53368210446,12.8526453101,0.206023405669,114.852851889,81.0062366666,7.04852259501,0,RGMA,0.95,0.0025
45,46.0,16.0,32.0,5.0,0.2,0.05,0.044983757556,0.0883239332602,0.0758954900229,0.742729059167,0.202016295296,3632106.95378,4.25485796814,3.68009967488,-5.56591171494,13.43646964,0.203333479399,115.961985222,81.0062366666,7.04995198022,0,RGMA,0.95,0.0025
46,47.0,32.0,32.0,5.0,0.4,0.025,0.31576702101,0.350158135399,0.0732368667751,0.736418292411,0.20552055969,3637091.75578,4.18959746158,3.66114970995,-5.596515514,15.9470488629,0.202977907701,118.031016333,81.0062366666,7.04868164811,0,RGMA,0.95,0.0025
47,48.0,24.0,32.0,5.0,0.3,0.5,0.207366833555,0.173635619912,0.0740706083387,0.739235035823,0.208037826034,3645810.91783,4.19510493057,3.66834667851,-5.62415158687,16.6134632822,0.200217900537,119.643023,81.0062366666,7.04596979129,0,RGMA,0.95,0.0025
48,49.0,8.0,32.0,5.0,0.4,0.025,,-0.114270161632,0.068505767447,0.730693851502,0.208037826034,3660536.59191,4.19510493057,3.66834667851,-5.62415158687,16.6134632822,0.200217900537,120.945151889,82.3083655554,7.15660227452,0,RGMA,0.95,0.0025
49,50.0,16.0,32.0,5.0,0.2,0.2,0.0345892449297,0.0700189347785,0.0680402559687,0.730693851502,0.205961710491,3669985.77457,4.23830639469,3.68394435554,-5.65434838795,19.1721622095,0.197743381011,122.028054111,82.3083655554,7.03822009305,0,RGMA,0.95,0.0025
50,51.0,16.0,16.0,5.0,0.5,0.025,-0.476515980662,-0.438789381392,0.066957902516,0.723853934128,0.208577472166,3641705.2775,4.16995237583,3.65968577746,-5.68334108328,19.8863864446,0.198641337242,122.361852333,82.3083655554,6.56804769828,0,RGMA,0.95,0.0025
51,52.0,16.0,16.0,5.0,0.4,0.025,-0.495743656889,-0.461743750101,0.0623177556595,0.732476253513,0.210268928491,3624659.84218,4.14244835245,3.64796747238,-5.71405314792,22.5191165753,0.199025957289,122.681194555,82.3083655554,6.54987783999,0,RGMA,0.95,0.0025
52,53.0,16.0,32.0,5.0,0.4,0.025,0.293407737651,0.103252127715,0.0630736793712,0.73828197513,0.198264482113,3637283.34258,4.32730180679,3.72128079117,-5.44209382202,19.4293336527,0.199529740885,124.646399,82.3083655554,7.13623642361,0,RGMA,0.95,0.0025
53,54.0,8.0,16.0,6.0,0.5,0.05,,-0.144792445591,0.081370813262,0.705958510764,0.198264491768,3645602.06285,4.32730185275,3.7212805044,-5.44209309301,19.4293336528,0.199529826858,125.873427889,83.5353944443,7.15660227452,0,RGMA,0.95,0.0025
54,55.0,16.0,16.0,4.0,0.5,0.025,-1.10777426265,-1.00057314403,0.0778567763663,0.705958918587,0.212494281337,3712177.29654,4.08430804534,3.61077039708,-5.44385901289,21.0992875454,0.213076012854,125.951451444,83.5353944443,6.03396387484,0,RGMA,0.95,0.0025
55,56.0,4.0,16.0,6.0,0.2,0.05,,-0.40768160035,0.0936050001141,0.773662180555,0.212494281337,3726242.40472,4.08430804534,3.61077039708,-5.44385901289,21.0992875454,0.213076012854,126.633589222,84.2175322221,7.15660227452,0,RGMA,0.95,0.0025
56,57.0,16.0,16.0,5.0,0.2,0.025,-0.571095250265,-0.49332748803,0.0720750934573,0.773662180555,0.209627989949,3748970.61217,4.12569935451,3.62803509047,-5.43502413012,21.3112207945,0.211232999416,126.902064778,84.2175322221,6.3113299523,0,RGMA,0.95,0.0025
57,58.0,32.0,32.0,4.0,0.3,0.1,0.0163200655077,-0.0222519624131,0.0810293918199,0.763833099125,0.212214914645,3689683.97539,4.05466728381,3.59772525458,-5.46814486386,23.7225636782,0.213691300709,127.940358111,84.2175322221,7.03740482252,0,RGMA,0.95,0.0025
58,59.0,16.0,32.0,5.0,0.4,0.2,0.0598914444262,0.115779439845,0.0681559035541,0.780815078743,0.211467969991,3695246.81149,4.05435194536,3.59919911091,-5.47717935048,24.2351361686,0.212887265722,129.088224778,84.2175322221,7.03182002075,0,RGMA,0.95,0.0025
59,60.0,4.0,16.0,5.0,0.3,0.2,-1.08878733083,-0.981307598683,0.0868956809326,0.778389497866,0.23014698634,3676835.80499,4.01299055033,3.55189394588,-5.4988203689,25.9467792504,0.221391297125,129.169735111,84.2175322221,6.98287303757,0,RGMA,0.95,0.0025
60,61.0,16.0,16.0,5.0,0.4,0.1,-0.679297176276,-0.4841594954,0.0672595594364,0.827425892739,0.222551691651,3675085.06689,4.02200804795,3.56865533758,-5.27993867762,22.9911320683,0.224247155668,129.379003111,84.2175322221,6.46848439221,0,RGMA,0.95,0.0025
61,62.0,16.0,32.0,5.0,0.3,0.025,0.274545768905,0.114877845849,0.0768160112281,0.809933166214,0.220166102153,3682621.14069,4.07171898387,3.59092119232,-5.18140707541,23.4775378552,0.224764417736,131.260683111,84.2175322221,7.10818170135,0,RGMA,0.95,0.0025
62,63.0,8.0,32.0,5.0,0.5,0.4,-0.202410878642,-0.126218924499,0.0865327186317,0.797914975159,0.219662290209,3674912.66371,4.09334831054,3.6015040364,-5.18500716859,23.700004767,0.222851952868,131.888147555,84.2175322221,7.04644958639,0,RGMA,0.95,0.0025
63,64.0,24.0,32.0,5.0,0.4,0.02,0.175614238345,0.262598260859,0.0885177985255,0.790404895689,0.221826512796,3677251.07138,4.00166556345,3.56864949559,-5.18753862638,25.6470611296,0.225359379216,133.386500889,84.2175322221,7.04000831915,0,RGMA,0.95,0.0025
64,65.0,16.0,32.0,5.0,0.2,0.025,-0.00644425086395,0.123470806031,0.0812623857068,0.803663425975,0.214467451426,3680442.67657,4.0293240383,3.58274199219,-5.14207233468,25.0598211346,0.224816642382,134.371772,84.2175322221,7.03511388927,0,RGMA,0.95,0.0025
65,66.0,8.0,32.0,3.0,0.2,0.4,-0.907369794026,-1.04180460843,0.10657332506,0.794367920777,0.21406485823,3706570.09927,3.98842109935,3.56719957142,-5.12788601877,26.5065058975,0.226158077177,134.495546222,84.2175322221,6.43124536256,0,RGMA,0.95,0.0025
66,67.0,8.0,32.0,5.0,0.3,0.25,-0.22595042597,-0.130973331436,0.0831982655067,0.801596102964,0.211554097674,3695735.38469,4.00431043322,3.57607002196,-5.11715518011,26.5050594256,0.224997726177,135.089906222,84.2175322221,7.02866753503,0,RGMA,0.95,0.0025
67,68.0,24.0,16.0,5.0,0.4,0.4,-0.543370837822,-0.568357478866,0.22120895911,0.794840387243,0.204993554537,3693886.55978,4.16420045908,3.65246413462,-5.12303374362,28.0536042947,0.203316508228,135.376079555,84.2175322221,6.94378724449,0,RGMA,0.95,0.0025
68,69.0,8.0,16.0,6.0,0.3,0.02,,-0.182156654799,0.0902622707259,0.706999602549,0.204993558693,3703180.28237,4.16420032286,3.6524640126,-5.12303367061,28.0536042947,0.203316531692,136.709341778,85.5507944443,7.15660227452,0,RGMA,0.95,0.0025
69,70.0,32.0,32.0,5.0,0.2,0.4,0.330193638952,0.294088858055,0.0869710346314,0.706999714307,0.205815117021,3723094.69671,4.13549661025,3.64327989058,-5.14356859798,28.576353576,0.202901822389,138.848257333,85.5507944443,7.0372415846,0,RGMA,0.95,0.0025
70,71.0,24.0,16.0,4.0,0.3,0.02,-0.908171311015,-1.06483892203,0.116163672528,0.708822602703,0.188709639253,4377834.82727,4.24838325885,3.71314138415,-5.09871110586,29.8855412286,0.193445869814,138.971803333,85.5507944443,6.5728307255,0,RGMA,0.95,0.0025
71,72.0,16.0,32.0,3.0,0.4,0.05,-0.63037437517,-0.678285070844,0.0955678006649,0.658757109493,0.187622166195,4384860.67687,4.31115892127,3.72883376161,-5.12092807699,30.2769260674,0.192423257281,139.206024222,85.5507944443,6.35508507927,0,RGMA,0.95,0.0025
72,73.0,16.0,32.0,5.0,0.3,0.2,0.0543798022612,0.0992271829036,0.0800965455843,0.659377818857,0.186887103249,4435781.81563,4.32554149119,3.7325984251,-5.13772637385,32.6477727263,0.191763909379,140.339415333,85.5507944443,7.03756799911,0,RGMA,0.95,0.0025
73,74.0,32.0,32.0,5.0,0.3,0.025,0.304028796651,0.335576437315,0.0828271152745,0.659191346312,0.188424770227,4489784.09869,4.31347292065,3.72873038326,-5.15714630773,33.2324903042,0.191173580117,142.353273111,85.5507944443,7.07355823659,0,RGMA,0.95,0.0025
74,75.0,24.0,32.0,5.0,0.3,0.25,0.193529009137,0.205405861683,0.0820397536848,0.659820548743,0.188104191644,4513279.02484,4.31406080466,3.72807389774,-5.17973834442,35.7281812636,0.190441711348,143.914726444,85.5507944443,7.03609719795,0,RGMA,0.95,0.0025
75,76.0,32.0,16.0,4.0,0.4,0.025,-0.795602640022,-0.929231706802,0.18924439007,0.660547317181,0.182606362845,3581793.02558,4.24567092524,3.70588664712,-5.19094800353,35.3094047604,0.18849106232,144.074828667,85.5507944443,6.43972922102,0,RGMA,0.95,0.0025
76,77.0,8.0,32.0,5.0,0.2,0.2,-0.242872324583,-0.151989496231,0.0807254369444,0.665391820503,0.18135026691,3571730.65985,4.26583262574,3.71291777607,-5.18482348637,37.1929731522,0.188213122469,144.646475333,85.5507944443,7.05011051079,0,RGMA,0.95,0.0025
77,78.0,24.0,32.0,4.0,0.3,0.02,-0.163886963025,-0.146380405795,0.0846284758564,0.663294068462,0.181157598555,3667270.16591,4.2633576454,3.71198104149,-5.20516415441,37.8079481473,0.18745772934,145.332142,85.5507944443,6.46300618315,0,RGMA,0.95,0.0025
78,79.0,8.0,16.0,6.0,0.5,0.025,,-0.174850488223,0.0853861042086,0.663424664726,0.181157598555,3667529.85658,4.2633576454,3.71198104149,-5.20516415441,37.8079481473,0.18745772934,146.634837555,86.8534899999,7.15660227452,0,RGMA,0.95,0.0025
79,80.0,16.0,32.0,3.0,0.4,0.2,-0.599423638592,-0.675675447163,0.0849844771861,0.663424664726,0.181882324638,3710187.21997,4.29322075378,3.71126670062,-5.21744104861,39.8750412391,0.188805441317,146.886359778,86.8534899999,6.31651046481,0,RGMA,0.95,0.0025
80,81.0,8.0,32.0,5.0,0.2,0.025,-0.00942832079317,-0.150390804005,0.0801000153899,0.673793095143,0.180654958511,3713599.087,4.33564407899,3.72631832085,-5.17500722241,39.0359408605,0.189283477004,147.864884222,86.8534899999,7.12437691746,0,RGMA,0.95,0.0025
81,82.0,16.0,16.0,6.0,0.3,0.4,-0.31417867291,-0.0102942347894,0.089211407381,0.669370398024,0.16831116748,3733022.45165,4.76139667289,3.89432781811,-4.97022107615,36.280475622,0.184210138129,148.349973111,86.8534899999,6.95694869055,0,RGMA,0.95,0.0025
82,83.0,16.0,32.0,5.0,0.4,0.2,0.0577083566201,0.11260249951,0.0856568588977,0.604247279238,0.168299628862,3734994.46859,4.76763117095,3.89619972969,-4.98164694074,36.6962920365,0.18369011817,149.492084222,86.8534899999,7.03675150238,0,RGMA,0.95,0.0025
83,84.0,8.0,16.0,6.0,0.3,0.025,,-0.233807548744,0.0937963553337,0.603800479957,0.168299628862,3743907.97486,4.76763117095,3.89619972969,-4.98164694074,36.6962920365,0.18369011817,150.788368667,88.1497744443,7.15660227452,0,RGMA,0.95,0.0025
84,85.0,4.0,16.0,6.0,0.3,0.05,,-0.437487075185,0.102197079483,0.603800479957,0.168299628862,3744476.77928,4.76763117095,3.89619972969,-4.98164694074,36.6962920365,0.18369011817,151.731127555,89.0925333332,7.15660227452,0,RGMA,0.95,0.0025
85,86.0,4.0,16.0,4.0,0.2,0.05,-1.61915788123,-1.5130504923,0.103456569999,0.603800479957,0.168787431383,3695281.26254,4.78897289605,3.88468812063,-4.99345707127,38.44734662,0.18627225984,151.755162444,89.0925333332,6.52617380035,0,RGMA,0.95,0.0025
86,87.0,8.0,16.0,6.0,0.2,0.025,,-0.255217320882,0.0952864513069,0.619672432176,0.168787431383,3706765.893,4.78897289605,3.88468812063,-4.99345707127,38.44734662,0.18627225984,152.862658,90.2000288888,7.15660227452,0,RGMA,0.95,0.0025
87,88.0,16.0,16.0,6.0,0.2,0.025,0.102114938393,-0.0266505154323,0.0917102527961,0.619672432176,0.168816904449,3723652.06638,4.70732968508,3.83762772982,-4.99015597815,38.0317646171,0.191847229488,154.127729111,90.2000288888,7.05671707362,0,RGMA,0.95,0.0025
88,89.0,16.0,16.0,6.0,0.5,0.1,0.119915410258,0.0277210430922,0.0892880659242,0.650123112305,0.168215311948,3734173.31005,4.71360133567,3.82453276262,-4.99947309949,39.9207423132,0.194719915584,155.445729111,90.2000288888,7.05374083288,0,RGMA,0.95,0.0025
89,90.0,24.0,32.0,3.0,0.3,0.5,-0.4244896341,-0.571000787495,0.103029787746,0.667978569752,0.178551846364,3691041.20562,4.61022215565,3.77999095366,-4.98940352906,39.3576243965,0.198952453441,155.822008444,90.2000288888,6.68863620337,0,RGMA,0.95,0.0025
90,91.0,16.0,16.0,3.0,0.3,0.2,-1.36731015652,-1.61915304422,0.0975067661896,0.690254790695,0.18364451149,3549785.03375,4.56476307289,3.82603236886,-4.85977402564,38.6317882771,0.190798115229,155.864931422,90.2000288888,6.51053643147,0,RGMA,0.95,0.0025
91,92.0,16.0,16.0,5.0,0.3,0.025,-0.483478140636,-0.505924200395,0.0909291561175,0.621149586445,0.183726194159,3530450.01668,4.56091155208,3.82233567619,-4.87758870697,39.1654463294,0.190620323447,156.1934212,90.2000288888,6.94540397779,0,RGMA,0.95,0.0025
92,93.0,16.0,32.0,5.0,0.5,0.2,0.0707338225683,0.124578848248,0.0907659774659,0.624035730491,0.184264121435,3535397.66714,4.54856028621,3.81835314759,-4.88858585025,41.390698531,0.190311334862,157.370305644,90.2000288888,7.07400851603,0,RGMA,0.95,0.0025
93,94.0,8.0,32.0,5.0,0.3,0.025,,-0.119386835229,0.0915498719203,0.624792586678,0.184264090973,3541346.07632,4.54856521112,3.81835441828,-4.88858578503,41.3906985311,0.190311321611,158.673654533,91.5033777777,7.15660227452,0,RGMA,0.95,0.0025
94,95.0,32.0,16.0,6.0,0.3,0.1,-0.111211659788,-0.00138537927705,0.143687610738,0.624792596761,0.194741935054,3483109.01359,4.43527089131,3.78409421614,-4.89437349855,41.2070812644,0.190238547953,159.447738978,91.5033777777,6.59823530528,0,RGMA,0.95,0.0025
95,96.0,16.0,32.0,3.0,0.4,0.4,-0.603813055958,-0.674058081793,0.0959020570551,0.630108730838,0.19673734389,3445228.9572,4.41898689752,3.77123355635,-4.90689355699,43.2868570699,0.191486673262,159.696731867,91.5033777777,6.71410702191,0,RGMA,0.95,0.0025
