,Iteration,Number of Processors,Grid Size,Maximum Refinement Level,Bubble Size,Bubble Density,"log(Cost, Node-Hours)",Pred. Mean,Pred. Sigma,Max Sigma,Cost Pred. Error,Memory Pred. Error,Hyperparameter-0,Hyperparameter-1,Hyperparameter-2,LML Max,Pred. Sigma Avg.,Cumulative Cost,Cumulative Regret,MaxRSS,rep,Candidate Selection,mem_limit_rel,n_init_rel
20,21.0,24.0,32.0,6.0,0.4,0.02,,0.811252062736,0.164890948419,0.188156317956,0.23403460688,2788609.90578,6.57267758981,4.44846823297,-3.76400949523,23.0652406191,0.160943852908,91.1402861111,12.1802822222,7.15660227452,0,RandUniform,0.95,0.25
21,22.0,16.0,32.0,6.0,0.2,0.025,,0.663320398171,0.162237882766,0.188156578095,0.23403460688,2787723.53185,6.57267758981,4.44846823297,-3.76400949523,23.0652406191,0.160943852908,100.853441667,21.8934377777,7.15660227452,0,RandUniform,0.95,0.25
22,23.0,32.0,32.0,6.0,0.3,0.4,0.673337164057,0.547645650857,0.176608514519,0.188156578095,0.230093798121,2788305.06179,6.62152383606,4.48744538417,-3.76167063123,22.7186009121,0.160794999128,105.566872778,21.8934377777,7.08144524709,0,RandUniform,0.95,0.25
23,24.0,16.0,32.0,5.0,0.3,0.2,0.0469804773975,0.146253147112,0.15715997279,0.185906194989,0.22431457696,2786720.90123,6.65047927647,4.4966808205,-3.76734456429,24.3707258304,0.160286088596,106.681117222,21.8934377777,7.03363473918,0,RandUniform,0.95,0.25
24,25.0,8.0,8.0,5.0,0.3,0.05,-1.6863249049,-1.47533184723,0.155867441435,0.185302175786,0.224891665959,2791215.86823,6.58550703204,4.46642661093,-3.76244659286,23.4795747146,0.160731671328,106.701708111,21.8934377777,6.42527330461,0,RandUniform,0.95,0.25
25,26.0,8.0,16.0,5.0,0.4,0.05,-0.801083391229,-0.685082434502,0.154969980166,0.186233809061,0.224946819618,2785989.86909,6.55254864178,4.45765456803,-3.76569544139,25.0646059007,0.160460232079,106.859802556,21.8934377777,6.98966619904,0,RandUniform,0.95,0.25
26,27.0,4.0,16.0,6.0,0.3,0.05,,-0.334260526073,0.15660920796,0.185965107444,0.224946842091,2771788.24753,6.55254877322,4.45765411346,-3.76569547153,25.0646059007,0.160459742389,107.802561444,22.8361966666,7.15660227452,0,RandUniform,0.95,0.25
27,28.0,16.0,32.0,5.0,0.4,0.1,0.0689967770814,0.223010222078,0.157073538601,0.185964624516,0.216378544497,2770312.51829,6.54551489543,4.46362142371,-3.7635341554,24.5982185254,0.160544915063,108.974748111,22.8361966666,7.03330535389,0,RandUniform,0.95,0.25
28,29.0,4.0,16.0,6.0,0.5,0.1,,-0.280494754206,0.157863403785,0.185815216831,0.216378543471,2757606.55868,6.54551482293,4.46362135779,-3.76353387224,24.5982185257,0.160545316489,110.064203667,23.9256522222,7.15660227452,0,RandUniform,0.95,0.25
29,30.0,8.0,16.0,3.0,0.2,0.1,-1.67530243048,-1.78057659114,0.159927065806,0.185815491265,0.215637047023,2757924.53379,6.54102646771,4.46900236487,-3.76648488992,26.2157538062,0.16020975574,110.085323844,23.9256522222,6.50445455066,0,RandUniform,0.95,0.25
30,31.0,4.0,8.0,6.0,0.4,0.05,-1.11950716754,-1.07326817164,0.159239910774,0.185358953236,0.215894464766,2770909.0214,6.52726950063,4.46361674548,-3.77473354549,26.1749526445,0.159538762872,110.161267733,23.9256522222,6.50110090865,0,RandUniform,0.95,0.25
31,32.0,24.0,32.0,5.0,0.4,0.02,0.175614238345,0.378521564668,0.158275726568,0.184728603632,0.20774935518,2770697.68287,6.46391246131,4.45357611739,-3.76592170933,27.200991922,0.160162290194,111.659621067,23.9256522222,7.04000831915,0,RandUniform,0.95,0.25
32,33.0,8.0,16.0,6.0,0.2,0.05,,-0.258979638176,0.156427970356,0.185196342793,0.20774935518,2758972.62225,6.46391246131,4.45357611739,-3.76592170933,27.200991922,0.160162290194,112.410818844,24.6768499999,7.15660227452,0,RandUniform,0.95,0.25
33,34.0,4.0,32.0,5.0,0.4,0.05,,-0.164597927003,0.157733407383,0.185196342793,0.20774935518,2761144.85836,6.46391246131,4.45357611739,-3.76592170933,27.200991922,0.160162290194,113.467632178,25.7336633333,7.15660227452,0,RandUniform,0.95,0.25
34,35.0,32.0,16.0,6.0,0.2,0.4,-0.132380113502,-0.210932527811,0.185196342793,0.185196342793,0.204048052632,2841212.89285,6.46187597141,4.46726678106,-3.76882587607,26.9634656583,0.159657798588,114.204890844,25.7336633333,5.92622716834,0,RandUniform,0.95,0.25
35,36.0,8.0,16.0,5.0,0.4,0.1,-0.88419059779,-0.71191622187,0.154016078561,0.175039604515,0.204302843222,2893755.89827,6.43534678795,4.46177478522,-3.76570740728,28.2091573559,0.159884307158,114.335450622,25.7336633333,4.9345792427,0,RandUniform,0.95,0.25
36,37.0,8.0,32.0,6.0,0.2,0.4,0.240773825284,0.300678492575,0.162509784987,0.175260557683,0.202092959223,2892133.42024,6.47639371834,4.47645865973,-3.77278836493,28.1225020638,0.159224565416,116.076350622,25.7336633333,7.09265440797,0,RandUniform,0.95,0.25
37,38.0,16.0,32.0,3.0,0.5,0.4,-0.600092564484,-0.82878400329,0.167999502385,0.174574121843,0.203649863158,2856574.19703,6.36794157488,4.44029432042,-3.76565793581,28.9851297479,0.159644903657,116.327485733,25.7336633333,6.45434475256,0,RandUniform,0.95,0.25
38,39.0,4.0,16.0,6.0,0.5,0.4,-0.468778045568,-0.410844781083,0.159502554493,0.174425335143,0.203709304193,2848943.79341,6.39352335135,4.45209460363,-3.77197679206,28.9187844,0.159071124615,116.667284622,25.7336633333,7.01237958303,0,RandUniform,0.95,0.25
39,40.0,8.0,32.0,4.0,0.2,0.4,-0.598534358223,-0.725771404203,0.159665494566,0.173757449028,0.203932568282,2824623.33473,6.33241565338,4.44954646343,-3.77002076783,30.4415518641,0.159095874838,116.9193224,25.7336633333,6.55832065155,0,RandUniform,0.95,0.25
40,41.0,16.0,16.0,3.0,0.5,0.4,-1.36359368779,-1.4844229044,0.15918766509,0.173761198935,0.20422137777,2828156.26103,6.33677064201,4.44370063433,-3.77554027146,30.1548200211,0.158646106515,116.962614267,25.7336633333,6.56804769828,0,RandUniform,0.95,0.25
41,42.0,16.0,16.0,5.0,0.4,0.025,-0.495743656889,-0.487956114001,0.155058051541,0.1732330215,0.204302377188,2831465.18329,6.33226041136,4.44093440497,-3.7839987205,32.01960726,0.157963755152,117.281956489,25.7336633333,6.54987783999,0,RandUniform,0.95,0.25
42,43.0,8.0,32.0,5.0,0.2,0.05,-0.235093598121,-0.0839525816336,0.15521851926,0.172541792137,0.20094388024,2829832.49967,6.3581676987,4.44944398949,-3.78446998682,31.570797386,0.157880903506,117.863934267,25.7336633333,7.02933312057,0,RandUniform,0.95,0.25
43,44.0,4.0,16.0,4.0,0.3,0.025,-1.30228256834,-1.37176426812,0.156923947668,0.17244806758,0.200438475938,2834795.98592,6.3585084634,4.45184976046,-3.79026918937,33.3259676335,0.157370751987,117.913790267,25.7336633333,6.9226283146,0,RandUniform,0.95,0.25
44,45.0,16.0,8.0,4.0,0.3,0.05,-1.69747955687,-1.72637243437,0.157271641405,0.171895525131,0.200674572569,2841588.8871,6.3534337582,4.44752142543,-3.79865995667,33.3231242149,0.156674592034,117.933859022,25.7336633333,5.8842015545,0,RandUniform,0.95,0.25
45,46.0,8.0,32.0,4.0,0.5,0.2,-0.552225432584,-0.536547469048,0.154186231387,0.171246128183,0.200746209532,2846129.23398,6.35012733284,4.44515784687,-3.8068019788,35.1895476115,0.156018342596,118.2142568,25.7336633333,7.05200837753,0,RandUniform,0.95,0.25
46,47.0,32.0,32.0,5.0,0.4,0.4,0.332626949944,0.259148461235,0.161572716999,0.170599098848,0.199250644227,2841540.19984,6.35019467142,4.44583939952,-3.81281965407,35.0722224755,0.155483024716,120.365190133,25.7336633333,7.04436663524,0,RandUniform,0.95,0.25
47,48.0,32.0,32.0,5.0,0.2,0.4,0.330193638952,0.201705781048,0.159601395681,0.170091042056,0.1986664031,2838164.2007,6.2946827673,4.43193420562,-3.81431282948,36.5844502828,0.155320638448,122.504105689,25.7336633333,7.0372415846,0,RandUniform,0.95,0.25
48,49.0,4.0,32.0,5.0,0.2,0.05,-0.346219521786,-0.253219137598,0.155160101167,0.170000129822,0.198714993528,2837602.0676,6.29085094472,4.42748633177,-3.82010128354,36.4313341358,0.15485393883,122.954694578,25.7336633333,7.09608984697,0,RandUniform,0.95,0.25
49,50.0,8.0,8.0,5.0,0.4,0.025,-1.59875650766,-1.44883395085,0.151615324908,0.169568071936,0.199263973532,2840441.99556,6.21460312243,4.39792808012,-3.82145613202,37.8310888367,0.154785593675,122.979885467,25.7336633333,6.43648578188,0,RandUniform,0.95,0.25
50,51.0,16.0,16.0,6.0,0.2,0.025,0.105046690081,-0.116002411453,0.153946415998,0.169655688174,0.200286624375,2825133.87794,6.26400801223,4.42937716403,-3.80953418963,36.8415120642,0.155569217064,124.253525467,25.7336633333,7.05609218937,0,RandUniform,0.95,0.25
51,52.0,8.0,32.0,5.0,0.2,0.4,-0.246233151649,-0.216269952021,0.154026347663,0.170219473927,0.199674665888,2823214.3433,6.27501063928,4.43010733221,-3.81755272744,38.6953252293,0.154929963022,124.820765467,25.7336633333,7.03016367061,0,RandUniform,0.95,0.25
52,53.0,16.0,16.0,5.0,0.3,0.025,-0.491710949088,-0.515915708889,0.151383001004,0.16958440716,0.199738531888,2825790.76936,6.28109359059,4.43123601985,-3.82506838845,38.7344343509,0.154335953721,125.1430868,25.7336633333,6.55881221298,0,RandUniform,0.95,0.25
53,54.0,4.0,8.0,4.0,0.3,0.2,-2.31659770245,-2.17918223833,0.156986971476,0.168956511968,0.198234181386,2825558.81258,6.30545441307,4.42493672702,-3.83062936018,40.2068253899,0.153901337055,125.147910744,25.7336633333,6.41718062669,0,RandUniform,0.95,0.25
54,55.0,8.0,16.0,6.0,0.4,0.1,-0.308397941792,-0.215519873442,0.15001859469,0.168654983001,0.198196058154,2818447.9377,6.31568078505,4.43369910716,-3.83376730456,40.0753074359,0.153617982593,125.639499633,25.7336633333,6.99275210802,0,RandUniform,0.95,0.25
55,56.0,16.0,32.0,5.0,0.2,0.4,0.0228351169204,0.029659089847,0.152755245753,0.168300540394,0.197922215905,2817904.1,6.31748708864,4.43291582599,-3.84142764289,41.9551353746,0.153005400345,126.6934863,25.7336633333,7.03462139878,0,RandUniform,0.95,0.25
56,57.0,16.0,16.0,6.0,0.2,0.025,0.102114938393,-0.0963474763448,0.15166030894,0.167679390026,0.199070637637,2804607.27191,6.34367268973,4.45213582648,-3.83363091148,41.1508151844,0.153509573478,127.958557411,25.7336633333,7.05671707362,0,RandUniform,0.95,0.25
57,58.0,8.0,16.0,5.0,0.4,0.2,-0.913396589739,-0.750646736542,0.148791786972,0.168017427291,0.199272348594,2806700.24097,6.33794954369,4.44961243357,-3.83237989937,42.4578936436,0.153599725936,128.080625855,25.7336633333,6.58177586032,0,RandUniform,0.95,0.25
58,59.0,4.0,16.0,5.0,0.5,0.025,-0.640520781007,-0.800053704574,0.151579711024,0.168132850033,0.198772893139,2801593.07293,6.35401112146,4.44610073714,-3.83386068927,41.9541089309,0.153489455964,128.309438078,25.7336633333,7.03132377867,0,RandUniform,0.95,0.25
59,60.0,8.0,16.0,4.0,0.2,0.4,-1.35260181463,-1.38751618227,0.151978316941,0.168111456223,0.19868693913,2800745.83503,6.34267210093,4.44493214854,-3.83993870441,43.8132209295,0.152996842459,128.353839633,25.7336633333,6.53818752259,0,RandUniform,0.95,0.25
60,61.0,24.0,16.0,4.0,0.4,0.5,-0.846323319156,-0.927214431883,0.155561120271,0.167599836841,0.19829543108,2835442.14635,6.31233882138,4.43022201339,-3.84627386195,43.7027027853,0.152501598362,128.4962943,25.7336633333,5.02733329594,0,RandUniform,0.95,0.25
61,62.0,16.0,8.0,5.0,0.3,0.4,-1.40020908282,-1.41321353947,0.153500537638,0.167198002457,0.198251491148,2834489.61821,6.31037184111,4.42950281974,-3.85325063928,45.5748443094,0.151938391484,128.536085855,25.7336633333,6.45120903871,0,RandUniform,0.95,0.25
62,63.0,8.0,8.0,4.0,0.5,0.025,-2.07540487383,-1.91175081724,0.151050595346,0.166639841575,0.198013654992,2833800.45566,6.23001163633,4.40102514698,-3.85258762543,45.0424267835,0.151997828917,128.544491967,25.7336633333,6.41718062669,0,RandUniform,0.95,0.25
63,64.0,32.0,32.0,6.0,0.2,0.025,,0.687171433523,0.158959017344,0.166866199101,0.198013658937,2829647.73605,6.23001232826,4.40102506425,-3.85258842669,45.042426784,0.151997275896,138.918180856,36.1073522222,7.15660227452,0,RandUniform,0.95,0.25
64,65.0,16.0,32.0,5.0,0.4,0.1,0.0720880642709,0.200489912508,0.14949529165,0.166865485709,0.192901081229,2829314.75333,6.22111880329,4.4016971882,-3.85349587082,46.574336172,0.151891326552,140.098740856,36.1073522222,7.04532923884,0,RandUniform,0.95,0.25
65,66.0,8.0,16.0,6.0,0.5,0.025,,-0.157520043983,0.149304149413,0.166749045797,0.192901081229,2818182.31152,6.22111880329,4.4016971882,-3.85349587082,46.574336172,0.151891326552,141.401436411,37.4100477778,7.15660227452,0,RandUniform,0.95,0.25
66,67.0,8.0,16.0,6.0,0.5,0.2,-0.321182280477,-0.220864295887,0.149015450537,0.166749045797,0.192984432852,2813754.10624,6.21880956178,4.40550748235,-3.85610882257,46.4142440744,0.151656084872,141.8787653,37.4100477778,6.98619109304,0,RandUniform,0.95,0.25
67,68.0,16.0,8.0,4.0,0.3,0.2,-1.69645357541,-1.77926622557,0.150685961923,0.166461275595,0.193280470293,2810648.34643,6.17071811685,4.38305407849,-3.86256208699,48.1584471412,0.151181164358,141.898881522,37.4100477778,6.44550705988,0,RandUniform,0.95,0.25
68,69.0,8.0,16.0,6.0,0.2,0.025,,-0.250615910899,0.148357770392,0.166128751805,0.193280470293,2801271.05528,6.17071811685,4.38305407849,-3.86256208699,48.1584471412,0.151181164358,143.006377078,38.5175433334,7.15660227452,0,RandUniform,0.95,0.25
69,70.0,16.0,8.0,3.0,0.3,0.025,-2.01430812999,-2.14368352021,0.154517608875,0.166128751805,0.174180259667,2799526.11554,4.45652141485,3.44265129337,-4.01339608806,47.8921077828,0.143279650754,143.016052989,38.5175433334,6.43583417714,0,RandUniform,0.95,0.25
70,71.0,8.0,16.0,5.0,0.5,0.1,-0.848074058673,-0.706125674551,0.13744735655,0.164898930539,0.17458842964,2803239.85679,4.43448423957,3.43114896981,-4.01547839894,49.3449565,0.143174060191,143.157934544,38.5175433334,6.50333954496,0,RandUniform,0.95,0.25
71,72.0,32.0,16.0,5.0,0.4,0.4,-0.42997935763,-0.478177099731,0.157490290088,0.164938907405,0.173591558193,2805627.27735,4.44321580666,3.43555315789,-4.02087459066,49.3101247048,0.142687042006,143.529487433,38.5175433334,6.46177936176,0,RandUniform,0.95,0.25
72,73.0,16.0,8.0,5.0,0.2,0.1,-1.42561372104,-1.32618634196,0.142056458637,0.163571641199,0.173802307995,2805886.99269,4.43603372244,3.43005075351,-4.02604342573,51.0176872849,0.142319393602,143.5670181,38.5175433334,6.43778606574,0,RandUniform,0.95,0.25
73,74.0,8.0,32.0,4.0,0.2,0.1,-0.592333440501,-0.601353257877,0.140259627639,0.163310988126,0.173778808308,2808065.44884,4.43865712969,3.42801586975,-4.03417772714,51.1439152131,0.141712072518,143.822680322,38.5175433334,7.0048810379,0,RandUniform,0.95,0.25
74,75.0,16.0,8.0,4.0,0.2,0.025,-1.69793472312,-1.68578064013,0.140276322134,0.162779651335,0.173718720326,2805653.56532,4.44578586034,3.42730219038,-4.04220138731,53.1061773729,0.141126494895,143.842728056,38.5175433334,6.43713641044,0,RandUniform,0.95,0.25
75,76.0,16.0,32.0,4.0,0.2,0.4,-0.283799969222,-0.410885887142,0.141051518851,0.162245409225,0.174493153524,2801912.54842,4.40319157511,3.42095135836,-4.04107133105,52.822301145,0.141116670024,144.362963611,38.5175433334,6.7698167161,0,RandUniform,0.95,0.25
76,77.0,8.0,32.0,5.0,0.5,0.2,-0.116489979293,-0.0133251297908,0.137322843557,0.161076369951,0.173210801487,2801533.27054,4.39239246135,3.4319865176,-4.03774197706,54.5298755848,0.14121826095,145.127696944,38.5175433334,7.07982005748,0,RandUniform,0.95,0.25
77,78.0,8.0,16.0,6.0,0.3,0.4,-0.428943682024,-0.370604930141,0.13808636261,0.160853078701,0.17274959868,2798005.54421,4.41129276114,3.42970491691,-4.04660327447,54.5851950233,0.140625967552,145.500136944,38.5175433334,6.9795294365,0,RandUniform,0.95,0.25
78,79.0,8.0,32.0,3.0,0.5,0.1,-0.900839811333,-0.949975925888,0.144603713503,0.160377788185,0.171934471971,2782310.44356,4.42226827068,3.42253556678,-4.05711484645,56.4654192291,0.13987215719,145.625786278,38.5175433334,6.43843475067,0,RandUniform,0.95,0.25
79,80.0,8.0,32.0,3.0,0.4,0.025,-0.925520824977,-0.951535717509,0.14178221287,0.159888752668,0.171621632741,2789662.19267,4.4308119815,3.4192845779,-4.06605767614,56.5666820291,0.13921782982,145.744494056,38.5175433334,6.98563984125,0,RandUniform,0.95,0.25
80,81.0,4.0,16.0,5.0,0.3,0.1,-1.04707523915,-0.877549149864,0.135305131361,0.159380562149,0.17138563318,2792022.24108,4.47846108691,3.42672329443,-4.06483235312,57.7837650869,0.13928956842,145.834221389,38.5175433334,6.58037566196,0,RandUniform,0.95,0.25
81,82.0,8.0,8.0,4.0,0.2,0.1,-2.02758114844,-2.0488737596,0.137540910235,0.159518556281,0.171361241583,2791542.05142,4.48418508626,3.42616691768,-4.07217626829,57.9194055217,0.138772441323,145.843606056,38.5175433334,6.4219196626,0,RandUniform,0.95,0.25
82,83.0,16.0,32.0,6.0,0.5,0.025,,0.700761129545,0.141509447899,0.159026892865,0.171361240907,2791689.08808,4.48418510342,3.42616682537,-4.07217607814,57.9194055217,0.138772461759,155.501917167,48.1758544445,7.15660227452,0,RandUniform,0.95,0.25
83,84.0,16.0,16.0,5.0,0.2,0.025,-0.566096530223,-0.544838757593,0.13482372083,0.159026910786,0.171289519368,2793958.55733,4.49861912436,3.42597776516,-4.08037565191,59.9128088814,0.138215047925,155.773500722,48.1758544445,6.55979366985,0,RandUniform,0.95,0.25
84,85.0,8.0,16.0,5.0,0.2,0.1,-0.992511112494,-0.807231471723,0.132763553826,0.158505979648,0.171007676518,2796722.48188,4.51890476219,3.41833058354,-4.08026653429,59.1248713194,0.138298210542,155.875240056,48.1758544445,6.53921665692,0,RandUniform,0.95,0.25
85,86.0,24.0,16.0,3.0,0.3,0.5,-1.16504973342,-1.23550180605,0.154863557347,0.158871984503,0.172035491047,2795446.48984,4.54381380944,3.42124264642,-4.08710824877,60.8881745157,0.137744866514,155.943623389,48.1758544445,6.51436283932,0,RandUniform,0.95,0.25
86,87.0,4.0,16.0,5.0,0.3,0.1,-1.04336155178,-0.89301492352,0.133646409234,0.157797260923,0.17185733215,2792481.50696,4.59714750275,3.42761655946,-4.0890715589,60.4319367556,0.137619295644,156.034121278,48.1758544445,6.97162611257,0,RandUniform,0.95,0.25
87,88.0,8.0,32.0,5.0,0.5,0.4,-0.202410878642,-0.0915662844948,0.136073983166,0.157766778175,0.17067929761,2791737.94558,4.61500435062,3.43664188031,-4.08930088514,62.096043258,0.137529667111,156.661585722,48.1758544445,7.04644958639,0,RandUniform,0.95,0.25
88,89.0,8.0,8.0,4.0,0.3,0.2,-2.02516809031,-2.06947525252,0.134536919036,0.157573561056,0.170742936571,2791282.88379,4.61424309332,3.43576105867,-4.09523623283,62.211059354,0.137114364957,156.671022678,48.1758544445,6.42393495384,0,RandUniform,0.95,0.25
89,90.0,8.0,16.0,6.0,0.5,0.025,,-0.148355379938,0.133245907996,0.157163844683,0.170742936571,2782225.33101,4.61424309332,3.43576105867,-4.09523623283,62.2110593541,0.13711436304,157.972449344,49.4772811111,7.15660227452,0,RandUniform,0.95,0.25
90,91.0,4.0,32.0,4.0,0.3,0.05,-0.848602907167,-0.784533947169,0.136201796311,0.157163836166,0.170969751854,2783881.11956,4.6469176582,3.43188425385,-4.10588798201,64.0988099771,0.136438674624,158.114158233,49.4772811111,7.0141050302,0,RandUniform,0.95,0.25
91,92.0,8.0,32.0,5.0,0.3,0.4,-0.230150229513,-0.185900459025,0.133096974876,0.156693880308,0.170428052511,2783253.74872,4.68561638521,3.43605120005,-4.11426751196,64.2248011514,0.135881129822,158.702798233,49.4772811111,7.05483971703,0,RandUniform,0.95,0.25
92,93.0,8.0,32.0,4.0,0.4,0.05,-0.572077723751,-0.495144953217,0.131452282482,0.156179285735,0.170006018363,2785517.89189,4.70229738871,3.44135438259,-4.1179661567,66.0835812875,0.135598309027,158.970667122,49.4772811111,7.03016367061,0,RandUniform,0.95,0.25
93,94.0,8.0,8.0,3.0,0.3,0.4,-2.33222546658,-2.54686593185,0.141154059495,0.155816700176,0.171175623578,2786062.41675,4.66476089847,3.40735327711,-4.1211920607,65.0728160344,0.135519739037,158.975320567,49.4772811111,6.3969772406,0,RandUniform,0.95,0.25
94,95.0,8.0,32.0,4.0,0.3,0.025,-0.604126350517,-0.531856746488,0.131438253984,0.156406796525,0.170693808119,2788197.84723,4.69759461219,3.41259383281,-4.12709267615,66.9522075632,0.135110537094,159.2241339,49.4772811111,7.02414795251,0,RandUniform,0.95,0.25
95,96.0,4.0,16.0,6.0,0.3,0.025,,-0.281114431059,0.131897942418,0.155963209787,0.170693808119,2781750.11281,4.69759461219,3.41259383281,-4.12709267615,66.9522075632,0.135110537094,160.470989456,50.7241366667,7.15660227452,0,RandUniform,0.95,0.25
