,Iteration,Number of Processors,Grid Size,Maximum Refinement Level,Bubble Size,Bubble Density,"log(Cost, Node-Hours)",Pred. Mean,Pred. Sigma,Max Sigma,Cost Pred. Error,Memory Pred. Error,Hyperparameter-0,Hyperparameter-1,Hyperparameter-2,LML Max,Pred. Sigma Avg.,Cumulative Cost,Cumulative Regret,MaxRSS,rep,Candidate Selection,mem_limit_rel,n_init_rel
10,11.0,32.0,16.0,6.0,0.2,0.025,0.162675902943,-0.0827093166163,0.171549073593,0.171549073593,0.222311918402,2565352.79341,6.3692813093,4.3994850018,-3.75157212745,16.8359917858,0.161600803522,106.729322445,41.4222222223,7.00977849032,0,MaxSigma,0.95,0.25
11,12.0,32.0,32.0,4.0,0.4,0.1,0.0279925308854,0.0758676593682,0.17212931737,0.17212931737,0.22264382341,2555448.51146,6.37589380518,4.4065617695,-3.75938858127,16.7211003868,0.160805245337,107.795900222,41.4222222223,7.04033266158,0,MaxSigma,0.95,0.25
12,13.0,32.0,32.0,6.0,0.3,0.4,0.673337164057,0.619070348016,0.170152101352,0.170152101352,0.22857882538,2555189.60023,6.38885599049,4.41298456845,-3.76788544567,18.4433030184,0.159991869387,112.509331333,41.4222222223,7.08144524709,0,MaxSigma,0.95,0.25
13,14.0,4.0,8.0,6.0,0.2,0.4,-1.37218142033,-1.26507314559,0.168323772669,0.168323772669,0.228073664021,2555578.87979,6.38038813263,4.39813575141,-3.77848413317,18.1890325426,0.159102328926,112.551775556,41.4222222223,6.50222166923,0,MaxSigma,0.95,0.25
14,15.0,32.0,16.0,6.0,0.3,0.025,0.214262045307,0.0171520970052,0.166591037602,0.166591037602,0.231512523336,2547416.54107,6.53817275482,4.46959826098,-3.76781044467,19.2974538979,0.159706213781,114.18958,41.4222222223,7.03412834917,0,MaxSigma,0.95,0.25
15,16.0,16.0,32.0,6.0,0.2,0.5,0.413226723432,0.456170447524,0.166778750081,0.166778750081,0.225281799743,2545048.22169,6.56103397927,4.47403698381,-3.77829646914,19.2202815672,0.158738470053,116.779144445,41.4222222223,7.14204690174,0,MaxSigma,0.95,0.25
16,17.0,32.0,32.0,4.0,0.2,0.4,0.00687850927489,-0.100160473252,0.165514220214,0.165514220214,0.221739354374,2550043.77804,6.43223119587,4.42044508867,-3.7881399096,20.818992033,0.158010871881,117.795108889,41.4222222223,6.47627732493,0,MaxSigma,0.95,0.25
17,18.0,24.0,32.0,6.0,0.4,0.02,,0.774620905604,0.164255994356,0.164255994356,0.221739354358,2549958.77649,6.43223119587,4.42044508868,-3.7881399096,20.8189920331,0.15801138385,128.672042222,52.2991555556,7.15660227452,0,MaxSigma,0.95,0.25
18,19.0,8.0,32.0,6.0,0.5,0.4,,0.426481731187,0.164050334213,0.164050334213,0.221739354374,2546597.03671,6.43223119587,4.42044508868,-3.7881399096,20.8189920331,0.158011071383,131.196708889,54.8238222223,7.15660227452,0,MaxSigma,0.95,0.25
19,20.0,4.0,8.0,6.0,0.5,0.025,-0.6649657904,-1.01478894811,0.163808684135,0.163808684135,0.225645527099,2542092.96462,6.77317232364,4.51490514449,-3.7608471602,18.5680598219,0.159968396718,131.412997778,54.8238222223,7.06659484372,0,MaxSigma,0.95,0.25
20,21.0,32.0,16.0,5.0,0.4,0.4,-0.42997935763,-0.365850412752,0.165858684704,0.165858684704,0.226966503183,2544168.90493,6.78123531602,4.51817318356,-3.76892181978,20.2916274323,0.159273338773,131.784550667,54.8238222223,6.46177936176,0,MaxSigma,0.95,0.25
21,22.0,8.0,32.0,6.0,0.2,0.4,0.240773825284,0.277770206985,0.165028060897,0.165028060897,0.225112420072,2539117.52785,6.80460646889,4.5257848768,-3.77814145255,20.232618809,0.158425108968,133.525450667,54.8238222223,7.09265440797,0,MaxSigma,0.95,0.25
22,23.0,4.0,32.0,3.0,0.5,0.025,-1.14527167973,-1.14715958898,0.163801475374,0.163801475374,0.224911852367,2536992.61247,6.80854409192,4.52628919439,-3.78797426462,22.044056124,0.157580368072,133.597020222,54.8238222223,6.88373681986,0,MaxSigma,0.95,0.25
23,24.0,16.0,32.0,6.0,0.5,0.025,,0.744957756113,0.162816770923,0.162816770923,0.224911507081,2536477.4988,6.80854424458,4.52628539515,-3.78797477145,22.044056124,0.157581356036,143.255331333,64.4821333334,7.15660227452,0,MaxSigma,0.95,0.25
24,25.0,24.0,32.0,6.0,0.3,0.02,,0.740571529705,0.162792904436,0.162792904436,0.224911507692,2536337.38784,6.8085442424,4.52628540174,-3.78797477087,22.0440561243,0.157579658111,153.409731333,74.6365333333,7.15660227452,0,MaxSigma,0.95,0.25
25,26.0,24.0,32.0,3.0,0.3,0.25,-0.424568125505,-0.508583573994,0.162478612242,0.162478612242,0.226057564004,2540259.20285,6.79357963973,4.51657755603,-3.79653967931,21.8917494409,0.15685829704,153.785942667,74.6365333333,6.45559272607,0,MaxSigma,0.95,0.25
26,27.0,24.0,32.0,6.0,0.4,0.5,0.541299608066,0.628156571698,0.16171001923,0.16171001923,0.213048415194,2539122.00347,6.75461119321,4.49763176876,-3.80533098077,23.572257835,0.156131514383,157.263702667,74.6365333333,7.03935890672,0,MaxSigma,0.95,0.25
27,28.0,4.0,8.0,3.0,0.2,0.2,-2.62220621056,-2.77832585802,0.160849087242,0.160849087242,0.216634875555,2536274.93661,6.75149902666,4.51858145683,-3.79860527766,23.0992851994,0.156517037872,157.266089344,74.6365333333,6.39123441997,0,MaxSigma,0.95,0.25
28,29.0,32.0,32.0,4.0,0.3,0.1,0.0163200655077,0.0594710500736,0.161012184077,0.161012184077,0.215925830511,2525475.96709,6.75833780931,4.52221157695,-3.80669839507,24.8915173098,0.155822954066,158.304382678,74.6365333333,7.03740482252,0,MaxSigma,0.95,0.25
29,30.0,8.0,32.0,3.0,0.2,0.4,-0.907369794026,-1.21795089197,0.16019960278,0.16019960278,0.207437628713,2527189.71789,6.57622871201,4.49538682405,-3.77162835991,23.0574327822,0.15842229815,158.4281569,74.6365333333,6.43124536256,0,MaxSigma,0.95,0.25
30,31.0,4.0,32.0,5.0,0.4,0.4,-0.268030912512,-0.286590814079,0.162531391618,0.162531391618,0.207351704118,2526858.62081,6.57858134088,4.49574030929,-3.78068692131,24.8699760839,0.157627093107,158.967629122,74.6365333333,7.12902750707,0,MaxSigma,0.95,0.25
31,32.0,16.0,32.0,6.0,0.5,0.1,,0.690809589323,0.16136880293,0.16136880293,0.207351704118,2526887.34516,6.57858134088,4.49574030929,-3.78068692131,24.8699760839,0.157627093107,167.812873567,83.4817777778,7.15660227452,0,MaxSigma,0.95,0.25
32,33.0,32.0,32.0,5.0,0.2,0.025,0.300015457785,0.357580859027,0.161091071496,0.161091071496,0.20459206105,2524092.49167,6.56551619931,4.48808895897,-3.7895761702,24.7961906697,0.15688979851,169.8082069,83.4817777778,7.04114245946,0,MaxSigma,0.95,0.25
33,34.0,16.0,32.0,3.0,0.2,0.025,-0.597788308646,-0.712368403409,0.160251190484,0.160251190484,0.206798879877,2530297.78737,6.54628856579,4.48159324612,-3.79395738947,26.3721886163,0.156478727106,170.060678011,83.4817777778,6.45931527299,0,MaxSigma,0.95,0.25
34,35.0,4.0,8.0,6.0,0.2,0.025,-0.801367346615,-1.09331605192,0.159878205092,0.159878205092,0.204184148567,2530074.42982,6.57735294677,4.4877981793,-3.77496148685,24.7112178795,0.157898483567,170.218669122,83.4817777778,7.06720480798,0,MaxSigma,0.95,0.25
35,36.0,16.0,32.0,6.0,0.5,0.4,0.487294272258,0.590298001254,0.161344849673,0.161344849673,0.193680545353,2529788.15532,6.55051771119,4.47990488173,-3.77982436927,26.3325153614,0.157439688253,173.289771344,83.4817777778,7.11369312661,0,MaxSigma,0.95,0.25
36,37.0,32.0,16.0,5.0,0.3,0.1,-0.424522721885,-0.32349948282,0.160565795163,0.160565795163,0.194915170992,2529538.48806,6.55046842402,4.48030630292,-3.78492426425,26.1265073718,0.157014075365,173.666022011,83.4817777778,6.58733194227,0,MaxSigma,0.95,0.25
37,38.0,8.0,32.0,6.0,0.5,0.025,,0.515822481455,0.160069692253,0.160069692253,0.194923841736,2531167.21038,6.5514115947,4.48060025349,-3.78491878914,26.1265076451,0.157014467394,182.491799789,92.3075555555,7.15660227452,0,MaxSigma,0.95,0.25
38,39.0,4.0,32.0,5.0,0.3,0.4,-0.331746649305,-0.335979973519,0.159904555565,0.159904555565,0.194778437715,2530265.12221,6.55287434921,4.48041439733,-3.79371072505,27.9614733211,0.156272552318,182.957657567,92.3075555555,7.1302153669,0,MaxSigma,0.95,0.25
39,40.0,4.0,16.0,3.0,0.3,0.025,-1.98274400267,-1.95296077977,0.159180601005,0.159180601005,0.194725388441,2529777.65568,6.54779345572,4.47582707903,-3.8028461996,27.9461254671,0.155530721292,182.9680629,92.3075555555,6.48041630979,0,MaxSigma,0.95,0.25
40,41.0,16.0,32.0,6.0,0.2,0.02,,0.585680246124,0.158360711312,0.158360711312,0.194725475159,2530016.00799,6.54779338449,4.47582828267,-3.80284551053,27.9461254675,0.155531466826,192.867974011,102.207466667,7.15660227452,0,MaxSigma,0.95,0.25
41,42.0,16.0,32.0,3.0,0.5,0.1,-0.592257194252,-0.599191799985,0.158352283504,0.158352283504,0.194791851963,2517442.47785,6.55155080247,4.47575832818,-3.81168528731,29.7902853202,0.154789997977,193.123681122,102.207466667,7.06598402156,0,MaxSigma,0.95,0.25
42,43.0,16.0,32.0,6.0,0.2,0.025,,0.584012914769,0.157607482373,0.157607482373,0.194791848547,2517433.9775,6.55155081647,4.47575827962,-3.81168529133,29.7902853209,0.154790495582,202.836836678,111.920622222,7.15660227452,0,MaxSigma,0.95,0.25
43,44.0,16.0,32.0,6.0,0.4,0.02,,0.664299529388,0.157524725267,0.157524725267,0.194791572534,2517654.25216,6.55154985704,4.47575418847,-3.81168669739,29.7902853208,0.154790095058,214.689547789,123.773333333,7.15660227452,0,MaxSigma,0.95,0.25
44,45.0,8.0,8.0,6.0,0.5,0.025,-0.633029461041,-0.801086917178,0.157521995068,0.157521995068,0.194141355842,2518475.39581,6.6256768318,4.4856186466,-3.81508492415,29.2361393174,0.154493728567,214.922341122,123.773333333,6.59553502001,0,MaxSigma,0.95,0.25
45,46.0,32.0,32.0,5.0,0.3,0.025,0.304028796651,0.389737741674,0.157004878641,0.157004878641,0.19085247036,2515119.09545,6.58256271728,4.46585949324,-3.82271206185,30.9410535005,0.153895764464,216.9361989,123.773333333,7.07355823659,0,MaxSigma,0.95,0.25
46,47.0,4.0,32.0,3.0,0.3,0.025,-1.23860847309,-1.20830872341,0.156466524303,0.156466524303,0.191408677102,2508760.57977,6.58001540834,4.46178473181,-3.83167720585,30.9415883295,0.153188052881,216.993927567,123.773333333,6.99093952408,0,MaxSigma,0.95,0.25
47,48.0,16.0,8.0,4.0,0.5,0.4,-1.70624667017,-1.66904642895,0.155734342669,0.155734342669,0.191109412046,2509473.06093,6.57373395422,4.45819285388,-3.83987902396,32.7745513046,0.152526974319,217.013595256,123.773333333,6.44422972225,0,MaxSigma,0.95,0.25
48,49.0,8.0,32.0,6.0,0.5,0.1,,0.496799571085,0.155042710443,0.155042710443,0.191109412046,2509864.47603,6.57373395422,4.45819285388,-3.83987902396,32.7745513046,0.152526974319,224.895884144,131.655622222,7.15660227452,0,MaxSigma,0.95,0.25
49,50.0,4.0,8.0,6.0,0.2,0.2,-1.35799738991,-1.11547166957,0.154951502563,0.154951502563,0.192432858495,2521182.16933,6.58072212056,4.45605195409,-3.82957589846,31.5802818792,0.153276123577,224.939737478,131.655622222,5.90902513823,0,MaxSigma,0.95,0.25
50,51.0,8.0,32.0,6.0,0.2,0.025,,0.396331318458,0.155719077015,0.155719077015,0.192432838509,2521578.08578,6.58072124548,4.45605155783,-3.82957611062,31.5802818797,0.153275395107,233.667804144,140.383688889,7.15660227452,0,MaxSigma,0.95,0.25
51,52.0,24.0,16.0,6.0,0.4,0.5,-0.240349779212,-0.0866666667134,0.15569154462,0.15569154462,0.187789831732,2522099.69683,6.47738031078,4.39656393447,-3.8382502164,32.964595879,0.152714460932,234.242780811,140.383688889,6.59688726131,0,MaxSigma,0.95,0.25
52,53.0,16.0,32.0,6.0,0.2,0.1,0.448317358625,0.555747626831,0.154911712546,0.154911712546,0.136613518905,2521966.28468,5.26557746633,3.59341548284,-4.04222163265,32.7939589848,0.140514592842,237.050265256,140.383688889,7.1470205238,0,MaxSigma,0.95,0.25
53,54.0,24.0,32.0,5.0,0.4,0.02,0.175614238345,0.248533095278,0.14647070397,0.14647070397,0.137156154847,2520867.75342,5.26468637221,3.57145715851,-4.06192672023,34.6015109973,0.139187810189,238.548618589,140.383688889,7.04000831915,0,MaxSigma,0.95,0.25
54,55.0,24.0,16.0,6.0,0.3,0.02,0.251308826545,-0.0126026423748,0.143961022922,0.143961022922,0.128035765698,2515620.85125,5.11641860482,3.49663434758,-4.06576788139,33.0653016428,0.139165145398,240.332265256,140.383688889,7.04388453216,0,MaxSigma,0.95,0.25
55,56.0,24.0,16.0,4.0,0.3,0.5,-0.85493418165,-0.936949207436,0.143185057495,0.143185057495,0.127453376985,2515061.00022,5.04854706852,3.4693077524,-4.07778223193,34.8506277277,0.138387753995,240.471923256,140.383688889,6.57520262917,0,MaxSigma,0.95,0.25
56,57.0,4.0,16.0,3.0,0.3,0.2,-1.98163750987,-2.13473075885,0.142396718124,0.142396718124,0.128277163719,2516719.22346,5.1330985478,3.52542299239,-4.05507013601,34.4077919841,0.13962909533,240.482355133,140.383688889,6.41101059341,0,MaxSigma,0.95,0.25
57,58.0,24.0,32.0,4.0,0.4,0.5,-0.097232234254,-0.155734831721,0.142727357818,0.142727357818,0.173654693828,2517907.87261,6.48058697805,4.40725686784,-3.84510848777,36.3164223479,0.151895882959,241.2817618,140.383688889,7.03903383599,0,MaxSigma,0.95,0.25
58,59.0,4.0,8.0,4.0,0.5,0.05,-2.28055637825,-2.03012365673,0.153953458126,0.153953458126,0.171129530752,2518649.95627,6.36667044491,4.37558514552,-3.83132672849,35.0370970742,0.152930257498,241.287003156,140.383688889,6.41989497604,0,MaxSigma,0.95,0.25
59,60.0,16.0,8.0,3.0,0.4,0.1,-2.02593475415,-2.05860087472,0.15486478654,0.15486478654,0.170667925782,2517810.51374,6.35325151761,4.36457666083,-3.8406755025,36.8827658727,0.152219623685,241.296423467,140.383688889,6.43124536256,0,MaxSigma,0.95,0.25
60,61.0,32.0,32.0,5.0,0.4,0.4,0.332626949944,0.311374937495,0.154171735737,0.154171735737,0.170350729901,2516781.91578,6.34408535198,4.35790112395,-3.84924494446,36.9072150586,0.151560537179,243.4473568,140.383688889,7.04436663524,0,MaxSigma,0.95,0.25
61,62.0,4.0,8.0,6.0,0.2,0.025,-0.807116743403,-1.07561815838,0.153515142532,0.153515142532,0.16992300603,2510146.02533,6.38156642737,4.36650190519,-3.83498174504,37.258970052,0.15259830864,243.603270133,140.383688889,7.06353210548,0,MaxSigma,0.95,0.25
62,63.0,4.0,32.0,5.0,0.5,0.05,,-0.136491683079,0.154544310234,0.154544310234,0.169923032771,2508844.6586,6.38156755602,4.36650261253,-3.83498171957,37.258970053,0.152598378179,244.648745689,141.429164444,7.15660227452,0,MaxSigma,0.95,0.25
63,64.0,4.0,16.0,6.0,0.2,0.4,-0.636803921939,-0.541809526725,0.154480258806,0.154480258806,0.169939558935,2507262.92589,6.4178663176,4.3718091355,-3.84148830693,37.1016642201,0.152070228621,244.879524578,141.429164444,7.00134873309,0,MaxSigma,0.95,0.25
64,65.0,16.0,8.0,5.0,0.4,0.4,-1.37475204621,-1.25591232506,0.153960137624,0.153960137624,0.128833074928,2506803.16729,5.19387512803,3.54325514061,-4.05010495764,38.8097992227,0.139621897952,244.921718311,141.429164444,6.45371941842,0,MaxSigma,0.95,0.25
65,66.0,8.0,16.0,3.0,0.3,0.5,-1.66816301098,-1.98534542468,0.142619794192,0.142619794192,0.170218559839,2506441.40377,6.40885623949,4.39688928802,-3.82115160089,37.1834253695,0.153449543407,244.943188556,141.429164444,6.41581706362,0,MaxSigma,0.95,0.25
66,67.0,4.0,32.0,5.0,0.5,0.2,,-0.194458420592,0.155258826093,0.155258826093,0.170218568149,2505540.74409,6.40886595678,4.39689159698,-3.82115346158,37.1834253702,0.153449121404,245.569085222,142.055061111,7.15660227452,0,MaxSigma,0.95,0.25
67,68.0,8.0,32.0,6.0,0.2,0.1,0.306153761989,0.36122460066,0.155242932588,0.155242932588,0.1688076455,2505422.38712,6.41850280429,4.40087957632,-3.82723039737,38.9846253211,0.15293240956,247.592820778,142.055061111,7.14460459159,0,MaxSigma,0.95,0.25
68,69.0,4.0,32.0,5.0,0.5,0.1,,-0.163368542646,0.154620313818,0.154620313818,0.168807645468,2504346.97186,6.41850280452,4.40087957592,-3.82723039776,38.9846253225,0.152932312037,248.578125222,143.040365556,7.15660227452,0,MaxSigma,0.95,0.25
69,70.0,4.0,32.0,4.0,0.3,0.4,-0.855515739231,-0.83505824798,0.154593784935,0.154593784935,0.16876298798,2504458.11968,6.41851165568,4.39772253107,-3.8352331031,39.0069397323,0.152303312646,248.717596333,143.040365556,7.01289793736,0,MaxSigma,0.95,0.25
70,71.0,32.0,32.0,5.0,0.4,0.1,0.3350913205,0.386677924958,0.153945090296,0.153945090296,0.167953061869,2502538.29619,6.39123135844,4.38395877359,-3.84308178342,40.824048719,0.151703231333,250.880769667,143.040365556,7.04947604102,0,MaxSigma,0.95,0.25
71,72.0,16.0,32.0,3.0,0.3,0.05,-0.598453952818,-0.658437651617,0.153121545935,0.153121545935,0.168646507318,2502735.59947,6.37793995075,4.3752914049,-3.85040583759,40.787640805,0.151129447449,251.132854111,143.040365556,6.65217050212,0,MaxSigma,0.95,0.25
72,73.0,16.0,32.0,6.0,0.2,0.1,0.376778040341,0.535456245301,0.152470705267,0.152470705267,0.161309243332,2502116.7097,6.33111755208,4.34475697834,-3.85450247076,42.1302346851,0.150838133248,253.513956333,143.040365556,7.05468290371,0,MaxSigma,0.95,0.25
73,74.0,4.0,8.0,6.0,0.2,0.1,-1.343400364,-1.09043808216,0.152083684255,0.152083684255,0.162032793652,2518236.88699,6.33310696711,4.35376602852,-3.83977583231,40.7991116377,0.151888488722,253.559308667,143.040365556,6.02565971205,0,MaxSigma,0.95,0.25
74,75.0,16.0,8.0,5.0,0.3,0.4,-1.40020908282,-1.30288784701,0.153141776378,0.153141776378,0.161490832068,2517869.35822,6.31377726134,4.3334567036,-3.84812725629,42.4767076033,0.151282052827,253.599100222,143.040365556,6.45120903871,0,MaxSigma,0.95,0.25
75,76.0,4.0,32.0,5.0,0.2,0.025,,-0.261975388668,0.152515410114,0.152515410114,0.161490977785,2516978.52869,6.31377691304,4.33345980818,-3.84812794346,42.476707604,0.151281983037,254.460402444,143.901667778,7.15660227452,0,MaxSigma,0.95,0.25
76,77.0,8.0,8.0,3.0,0.3,0.4,-2.33222546658,-2.57835173446,0.152472858529,0.152472858529,0.162952063462,2516917.06239,6.26633561627,4.34616651965,-3.82929027566,41.2335602085,0.152606980605,254.465055889,143.901667778,6.3969772406,0,MaxSigma,0.95,0.25
77,78.0,8.0,32.0,6.0,0.3,0.02,,0.411471564881,0.153736512934,0.153736512934,0.162952063462,2517165.19971,6.26633561627,4.34616651965,-3.82929027566,41.2335602085,0.152606980605,263.183855889,152.620467778,7.15660227452,0,MaxSigma,0.95,0.25
78,79.0,32.0,32.0,5.0,0.2,0.1,0.332524636937,0.314187121032,0.153708176521,0.153708176521,0.162626887224,2515601.41553,6.25670614255,4.34062677821,-3.83678696037,43.1009048821,0.152026267076,265.334282556,152.620467778,7.04628971358,0,MaxSigma,0.95,0.25
79,80.0,8.0,32.0,3.0,0.5,0.025,-0.944683690849,-0.905920780278,0.15313768423,0.15313768423,0.1625704105,2516147.50253,6.25632855558,4.34151592238,-3.84289249527,43.10880535,0.151533239525,265.447866333,152.620467778,6.70648154381,0,MaxSigma,0.95,0.25
80,81.0,4.0,32.0,5.0,0.2,0.05,-0.346219521786,-0.271090483489,0.152654974209,0.152654974209,0.162130301693,2515859.73834,6.23050742099,4.3266464432,-3.84996425522,44.8689371882,0.151000029384,265.898455222,152.620467778,7.09608984697,0,MaxSigma,0.95,0.25
81,82.0,16.0,32.0,6.0,0.4,0.1,,0.598746163192,0.151993333735,0.151993333735,0.162130301693,2515670.74156,6.23050742099,4.3266464432,-3.84996425522,44.8689371882,0.151000029384,275.914321889,162.636334444,7.15660227452,0,MaxSigma,0.95,0.25
82,83.0,4.0,16.0,6.0,0.5,0.025,,-0.288937333466,0.15190213858,0.15190213858,0.162130301693,2505968.35953,6.23050742099,4.3266464432,-3.84996425522,44.8689371882,0.151000029384,277.165655222,163.887667778,7.15660227452,0,MaxSigma,0.95,0.25
83,84.0,16.0,8.0,4.0,0.5,0.1,-1.69685868298,-1.57185943918,0.151880916707,0.151880916707,0.162077312332,2505558.24191,6.20135058284,4.32392805135,-3.85032762946,44.5779140179,0.150934372639,277.185752689,163.887667778,6.43713641044,0,MaxSigma,0.95,0.25
84,85.0,8.0,32.0,6.0,0.4,0.25,,0.376314598092,0.151832269707,0.151832269707,0.16207731232,2505318.01825,6.20135058284,4.32392805135,-3.85032762946,44.5779140179,0.150934387036,279.828886022,166.530801111,7.15660227452,0,MaxSigma,0.95,0.25
85,86.0,24.0,32.0,4.0,0.3,0.5,-0.104713767937,-0.186608362694,0.151789028829,0.151789028829,0.131434342546,2502575.36401,4.96051824966,3.45394692546,-4.06627342422,46.3742205011,0.138170277921,280.614639355,166.530801111,6.45183799534,0,MaxSigma,0.95,0.25
86,87.0,24.0,16.0,4.0,0.3,0.02,-0.908171311015,-0.765167669515,0.141910179955,0.141910179955,0.134275772555,2500708.66108,5.14106008382,3.5432561094,-4.04307323254,46.0134076728,0.139392435964,280.738185355,166.530801111,6.5728307255,0,MaxSigma,0.95,0.25
87,88.0,8.0,32.0,4.0,0.3,0.5,-0.588848132585,-0.644663522513,0.141855565456,0.141855565456,0.135185226814,2501782.2491,5.09512982174,3.51926106854,-4.05542849184,47.8923512818,0.138591831298,280.995907578,166.530801111,7.02966553121,0,MaxSigma,0.95,0.25
88,89.0,24.0,16.0,6.0,0.4,0.25,-0.224731394586,-0.0373068389276,0.140914916664,0.140914916664,0.139991577121,2504822.95829,5.21837835816,3.59996127038,-4.0253906242,47.162792736,0.140305142915,281.591938244,166.530801111,6.56900852717,0,MaxSigma,0.95,0.25
89,90.0,8.0,8.0,3.0,0.2,0.05,-2.32607640406,-2.40296881524,0.142391912702,0.142391912702,0.139405253005,2503136.49887,5.19576982841,3.56128369172,-4.04712556511,48.979429109,0.138959992808,281.596658044,166.530801111,6.41513367326,0,MaxSigma,0.95,0.25
90,91.0,8.0,8.0,6.0,0.2,0.2,-1.20607464657,-1.02434755913,0.141049668149,0.141049668149,0.138699732794,2502355.75791,5.14440403394,3.53910509273,-4.04730583584,48.2734692295,0.138977345693,281.658877378,166.530801111,6.91012045907,0,MaxSigma,0.95,0.25
91,92.0,4.0,16.0,6.0,0.5,0.05,,-0.227382188083,0.140364353614,0.140364353614,0.138699732794,2494386.02998,5.14440403394,3.53910509273,-4.04730583584,48.2734692295,0.138977345693,282.829977378,167.701901111,7.15660227452,0,MaxSigma,0.95,0.25
92,93.0,4.0,16.0,6.0,0.3,0.4,-0.553071240142,-0.506382965721,0.14009156439,0.14009156439,0.138384273291,2492066.48995,5.15807022275,3.53497685278,-4.05738303061,50.1858523733,0.138282669885,283.1098296,167.701901111,7.03198530886,0,MaxSigma,0.95,0.25
93,94.0,4.0,32.0,5.0,0.4,0.025,,-0.187174663432,0.139241862182,0.139241862182,0.138384282356,2491056.50814,5.15807937154,3.53497939262,-4.05738238398,50.1858523738,0.13828269427,284.357862933,168.949934444,7.15660227452,0,MaxSigma,0.95,0.25
94,95.0,4.0,16.0,4.0,0.5,0.025,-1.40983708731,-1.37156606847,0.139241260245,0.139241260245,0.138486239835,2480254.36942,5.14381736755,3.52274490334,-4.06814855622,50.2847462545,0.137563859156,284.396782044,168.949934444,6.93930994213,0,MaxSigma,0.95,0.25
95,96.0,24.0,16.0,4.0,0.3,0.4,-0.83113535798,-0.912983792611,0.138576176258,0.138576176258,0.138167893513,2477822.08695,5.10405339688,3.50559523586,-4.0762040442,52.0891644649,0.137043660619,284.544306711,168.949934444,6.94378724449,0,MaxSigma,0.95,0.25
96,97.0,8.0,32.0,3.0,0.5,0.2,-0.903684895157,-0.901848670785,0.13798591371,0.13798591371,0.1381588171,2481051.21848,5.10890409959,3.50215012006,-4.08538165563,52.2339331877,0.136413953617,284.6691356,168.949934444,6.43124536256,0,MaxSigma,0.95,0.25
