ADAPT_COMM,ADVANCE$,ADVANCE_STEPS_COUNTER$,CFL_COMM,COMM,GHOSTFILL$,GHOSTFILL_AVERAGE,GHOSTFILL_COPY,GHOSTFILL_INTERP,GHOSTFILL_STEP1,GHOSTFILL_STEP2,GHOSTFILL_STEP3,GHOSTPATCH_BUILD,GHOSTPATCH_COMM,GRIDS_PER_PROC$,INIT,INTERIOR,LOCAL,LOCAL_BOUNDARY,LOCAL_BOUNDARY_RATIO,PARTITION,PARTITION_COMM,REGRID$,REMOTE_BOUNDARY,REMOTE_BOUNDARY_RATIO,WALLTIME,jobid,max,mi,min,mj,mx,nout,p,r0,rhoin,tfinal,MaxRSS,AveRSS
0.660933,41.0367,59324,11.82,15.7453,7.87246,0.0720071,6.00811,0.0386951,2.94229,0.0577426,3.21163,0.761466,15.7453,6,0.000502434,0,5.70573,6,0.0287326,0.517267,0.517267,0.0420542,12,0.0158909,77.715,4263297,5,4,0,1,16,300,8,0.2,0.025,0.75,9732096.0,241664.0
0.692502,6.28053,8513,31.7671,6.23913,1.57433,0.0872857,0.932007,0.0434042,0.467861,0.0125579,0.611516,0.167014,6.23913,1,0.000267452,0,0.736979,1,0.00520833,1.03974,1.03974,0.0227422,3,0.00282118,47.6357,4263299,5,4,0,1,16,300,16,0.2,0.05,0.75,3657728.0,6144.0
1.07967,74.8791,99289,3.46873,79.2448,16.6143,0.951763,10.834,0.448147,5.4906,0.0717477,6.8672,1.70878,79.2448,6,0.00123877,0,5.9375,6,0.00872396,1.56593,1.56593,0.175665,15,0.00374424,177.107,4263303,6,4,0,1,16,300,8,0.3,0.1,0.75,9588736.0,239616.0
0.479203,213.755,306723,8.93122,63.0926,36.7071,0.139967,30.2209,0.0828194,14.2723,1.69527,14.9285,3.37852,63.0926,16,0.000682291,2,13.4505,13,0.192732,0.613224,0.613224,0.117339,22,0.11874,323.746,4263305,6,4,0,1,16,300,16,0.5,0.05,0.75,11399168.0,271360.0
0.285658,119.688,174040,1.00349,30.6978,19.9657,0.0823761,16.4541,0.0474195,7.5647,1.07066,8.21829,1.93295,30.6978,18,0.00118548,3,15.3021,15,0.217579,0.275017,0.275017,0.0714297,23,0.145603,172.022,4269370,5,4,0,1,16,300,4,0.4,0.025,0.75,10756096.0,379904.0
0.263212,5.64658,7504,10.1643,3.03415,1.2998,0.0598129,0.803912,0.0292758,0.397887,0.00758902,0.508689,0.137261,3.03415,1,0.000444199,0,1.16667,1,0.00520833,0.374439,0.374439,0.0186258,5,0.00234375,20.8162,4269376,4,4,0,1,16,300,4,0.3,0.1,0.75,3305472.0,808960.0
0.365182,37.5701,141429,0.577946,17.9263,11.3208,0.796227,8.18631,0.461569,3.97829,0.518077,5.17218,0.889093,17.9263,17,0.00105258,2,14.7969,15,0.151586,0.490012,0.490012,0.0714178,25,0.0901834,68.3495,4263311,6,4,0,1,8,150,4,0.4,0.05,0.75,3170304.0,81920.0
0.425041,8.53742,32203,2.3824,9.73656,3.39167,0.197329,2.1138,0.115654,1.05408,0.0198095,1.42047,0.330262,9.73656,4,0.000311099,0,3.45833,3,0.0188802,0.541412,0.541412,0.0205255,11,0.00541746,25.0494,4263312,6,4,0,1,8,150,16,0.5,0.2,0.75,2809856.0,172032.0
0.292422,0.202016,757,3.28589,0.14187,0.0896688,0.00545058,0.0500185,0.00351736,0.0255898,0.00274272,0.0353728,0.00916037,0.14187,0,9.12305e-05,0,0.00260417,0,0.00390625,0.371506,0.371506,0.00237763,1,0.00217014,4.38899,4263313,4,4,0,1,8,150,16,0.2,0.2,0.75,2740224.0,28672.0
0.281158,2.30793,8753,3.21906,1.77393,0.976396,0.0537535,0.585885,0.0320344,0.290717,0.00728728,0.395901,0.0996505,1.77393,2,0.00028708,0,1.82031,2,0.0078125,0.377463,0.377463,0.00784959,6,0.00195312,8.95124,4263315,5,4,0,1,8,150,8,0.3,0.4,0.75,2678784.0,20480.0
0.333777,3.66564,4937,15.1474,2.29331,0.839318,0.0376357,0.520258,0.0186662,0.258938,0.00671613,0.326596,0.0878516,2.29331,1,0.000259607,0,0.789062,1,0.0104167,0.526198,0.526198,0.0125811,3,0.00368924,22.8306,4269394,4,4,0,1,16,300,8,0.4,0.1,0.75,3452928.0,63488.0
1.20905,0.688258,2614,2.70889,0.381848,0.270805,0.0124544,0.166696,0.00764489,0.0823375,0.00320972,0.108996,0.027943,0.381848,1,0.000158716,0,0.835938,1,0.0104167,0.811994,0.811994,0.00392764,3,0.00542535,6.07918,4269418,4,4,0,1,8,150,8,0.5,0.2,0.75,7680000.0,156672.0
1.58825,1.34337,1811,17.1994,0.798352,0.326776,0.0166843,0.192754,0.00882024,0.0972003,0.00556124,0.125478,0.0344254,0.798352,0,0.000143736,0,0.00390625,0,0.00390625,0.667061,0.667061,0.00611273,1,0.00238715,21.9386,4269419,4,4,0,1,16,300,16,0.3,0.2,0.75,8253440.0,186368.0
0.343503,1.69686,6438,4.55053,1.01781,0.690959,0.0335227,0.420293,0.0202579,0.207687,0.00652853,0.277211,0.0701216,1.01781,1,0.000165115,0,1.00391,1,0.0,0.431731,0.431731,0.00637167,4,0.0,8.74402,4269423,5,4,0,1,8,150,16,0.4,0.1,0.75,2777088.0,15360.0
1.16325,105.42,138597,4.01338,86.9252,21.7206,1.21829,14.8271,0.573498,7.57391,0.153626,9.14722,2.22332,86.9252,8,0.00133617,0,7.96615,8,0.00503472,1.6011,1.6011,0.270418,18,0.00270838,221.215,4269425,6,4,0,1,16,300,8,0.4,0.1,0.75,9834496.0,191488.0
1.35745,80.5165,106139,4.58676,84.8788,17.8337,1.0758,11.6761,0.510633,5.95913,0.0837766,7.43153,1.83769,84.8788,6,0.0013166,0,5.99219,6,0.00434028,1.57643,1.57643,0.198752,16,0.00212864,191.034,4269430,6,4,0,1,16,300,8,0.4,0.4,0.75,9883648.0,236544.0
1.09987,68.306,90874,3.77001,84.2685,15.44,0.861598,9.9758,0.409087,5.04348,0.0578175,6.3265,1.59091,84.2685,5,0.00123546,0,5.0,5,0.00516493,1.44241,1.44241,0.165827,14,0.00239717,174.566,4263854,6,4,0,1,16,300,8,0.3,0.2,0.75,9621504.0,344064.0
0.83756,163.203,212279,3.78641,99.8608,31.9828,2.14562,22.6276,1.01088,11.7149,0.697463,13.7728,3.1366,99.8608,13,0.00250821,1,11.9271,12,0.0920533,1.29603,1.29603,0.34182,22,0.050232,301.441,4263856,6,4,0,1,16,300,4,0.4,0.4,0.75,11137024.0,557056.0
0.192964,3.80686,5581,12.1474,0.398448,0.816847,0.00566836,0.558641,0.00380814,0.273834,0.00588673,0.302473,0.0791418,0.398448,1,0.000156115,0,0.994792,1,0.00260417,0.184719,0.184719,0.00304977,3,0.00130208,17.5553,4269441,4,4,0,1,16,300,16,0.5,0.025,0.75,1081344.0,1024.0
0.594391,227.22,330627,8.69635,62.0048,38.8796,0.11149,32.0868,0.0701827,15.0953,1.82377,15.8286,3.66149,62.0048,17,0.000680884,3,14.4297,14,0.199879,0.543547,0.543547,0.121215,23,0.126616,338.112,4269444,6,4,0,1,16,300,16,0.5,0.025,0.75,11407360.0,237568.0
1.49143,0.970973,3687,5.61379,0.774779,0.418095,0.0244058,0.24283,0.0149213,0.121751,0.00590816,0.1675,0.042557,0.774779,0,0.000153788,0,0.339844,0,0.00585938,1.01486,1.01486,0.00440759,2,0.00221354,10.2935,4269446,5,4,0,1,8,150,16,0.2,0.1,0.75,7766016.0,118784.0
0.818891,165.307,216218,3.93624,101.587,32.2605,2.25523,22.7997,1.06526,11.8399,0.751257,13.9397,3.13494,101.587,13,0.00256423,1,12.0,12,0.0866249,1.441,1.441,0.337444,22,0.0473292,305.819,4263861,6,4,0,1,16,300,4,0.5,0.4,0.75,10289152.0,347136.0
0.48219,9.3899,35357,1.62312,11.6984,3.69121,0.205947,2.32153,0.12034,1.15317,0.0213274,1.54564,0.358093,11.6984,4,0.000305462,0,3.98177,4,0.00292969,0.580225,0.580225,0.0217959,12,0.00106403,27.5016,4269691,6,4,0,1,8,150,16,0.4,0.05,0.75,2809856.0,31744.0
0.661574,219.655,313327,9.58911,71.8522,37.6788,0.134313,31.0926,0.0803735,14.787,1.7453,15.235,3.41371,71.8522,16,0.00066581,2,13.9115,14,0.168358,0.657647,0.657647,0.128472,22,0.104618,340.277,4263864,6,4,0,1,16,300,16,0.4,0.05,0.75,11366400.0,325632.0
0.733866,188.654,274502,11.6105,49.6583,33.0576,0.1256,26.919,0.0748652,12.5528,1.45722,13.5205,3.27765,49.6583,14,0.000546255,2,12.1211,12,0.155112,0.734447,0.734447,0.136685,20,0.0935848,284.641,4269693,6,4,0,1,16,300,16,0.2,0.025,0.75,11395072.0,408576.0
0.773998,163.718,237607,14.1225,62.2881,28.8833,0.219512,23.2897,0.116606,11.1546,1.21581,11.6092,2.65144,62.2881,12,0.000625491,1,10.7812,11,0.158717,0.826081,0.826081,0.127707,18,0.0928173,270.792,4269694,6,4,0,1,16,300,16,0.3,0.05,0.75,11395072.0,310272.0
0.717911,862.624,1253310,2.0203,89.3978,119.721,0.514537,106.353,0.28764,39.2014,28.1438,41.8088,8.08938,89.3978,66,0.00256792,31,34.6875,35,0.954641,0.738951,0.738951,0.387551,43,0.764123,1075.72,4269695,6,4,0,1,16,300,4,0.4,0.05,0.75,19255296.0,374784.0
0.243319,7.77427,10255,8.26636,4.12319,1.7362,0.0683432,1.10338,0.0332135,0.545112,0.00886775,0.676977,0.182299,4.12319,2,0.000497876,0,1.95312,2,0.0130208,0.360984,0.360984,0.0261681,6,0.00434028,22.5484,4263870,4,4,0,1,16,300,4,0.4,0.05,0.75,3411968.0,238592.0
0.849392,229.337,331586,8.13499,69.7123,39.108,0.11378,32.4093,0.0712521,15.4235,1.83712,15.8115,3.51963,69.7123,17,0.000672807,3,14.4596,14,0.196341,0.567432,0.567432,0.130754,23,0.123171,347.895,4263871,6,4,0,1,16,300,16,0.4,0.025,0.75,11325440.0,325632.0
1.02135,844.447,1226890,2.07132,88.1793,117.108,0.538553,103.943,0.298425,38.342,27.5219,40.8735,7.91128,88.1793,64,0.00255394,30,33.8177,34,0.961876,0.709155,0.709155,0.351183,43,0.763715,1053.99,4269700,6,4,0,1,16,300,4,0.5,0.05,0.75,20099072.0,667648.0
0.355632,1.1413,4376,5.5593,0.95317,0.488296,0.0271488,0.287234,0.0165548,0.143555,0.00607573,0.195392,0.0496625,0.95317,1,0.000157535,0,0.695312,1,0.00390625,0.445064,0.445064,0.0048796,3,0.00130208,8.9531,4263873,5,4,0,1,8,150,16,0.3,0.4,0.75,2826240.0,25600.0
0.546478,20.544,27009,11.4302,20.3794,4.76969,0.211266,2.98343,0.102098,1.48157,0.0192102,1.85818,0.504995,20.3794,3,0.000606735,0,2.96354,3,0.00651042,0.957871,0.957871,0.0842753,9,0.00223524,58.7519,4263878,5,4,0,1,16,300,8,0.4,0.1,0.75,86016.0,0.0
0.5209,223.831,322278,4.31953,70.7748,37.2874,0.484526,30.5781,0.242648,13.3897,4.01047,14.4235,3.10727,70.7748,17,0.00107504,5,12.1224,12,0.382826,1.02497,1.02497,0.205861,21,0.22442,338.039,4263879,6,4,0,1,16,300,8,0.2,0.05,0.75,14745600.0,803840.0
0.882013,456.042,663171,3.02602,55.8421,70.5284,0.220145,61.1142,0.130423,25.9137,9.57128,26.9954,5.53242,55.8421,34,0.00132773,11,23.2865,23,0.49106,0.683763,0.683763,0.238965,32,0.359379,587.322,4263880,6,4,0,1,16,300,8,0.4,0.025,0.75,14831616.0,651264.0
0.303705,0.237011,883,3.25776,0.180645,0.10643,0.00671878,0.0594881,0.00420382,0.0303573,0.00278591,0.0423184,0.0110675,0.180645,0,9.01756e-05,0,0.00130208,0,0.00390625,0.383249,0.383249,0.00275899,1,0.00303819,4.47499,4269709,4,4,0,1,8,150,16,0.2,0.05,0.75,2654208.0,6144.0
0.726989,8.237,11068,29.3622,6.77172,1.99147,0.0937476,1.20678,0.0463685,0.601052,0.0131264,0.765652,0.210367,6.77172,1,0.000288988,0,0.984375,1,0.00260417,1.09658,1.09658,0.0286716,4,0.00108507,48.236,4263881,5,4,0,1,16,300,16,0.3,0.05,0.75,3547136.0,24576.0
0.281084,0.296298,1121,3.13021,0.152646,0.123651,0.00598009,0.0734494,0.00382059,0.0368771,0.00281061,0.048842,0.0127745,0.152646,0,9.78196e-05,0,0.00911458,0,0.00130208,0.355738,0.355738,0.00283028,1,0.000434028,4.34599,4263874,4,4,0,1,8,150,16,0.4,0.2,0.75,2744320.0,14336.0
0.234101,5.30163,7592,10.8328,1.26952,1.17451,0.0198231,0.785352,0.0105592,0.38501,0.00687677,0.442057,0.117551,1.26952,1,0.000238417,0,1.20833,1,0.0143229,0.338108,0.338108,0.00890006,4,0.00429687,19.1674,4263877,4,4,0,1,16,300,8,0.3,0.025,0.75,3399680.0,48128.0
0.445612,1.12428,1520,17.2769,0.76116,0.283166,0.0153736,0.164158,0.00823555,0.0832291,0.00549741,0.108594,0.0300186,0.76116,0,0.000137879,0,0.00130208,0,0.00260417,0.591435,0.591435,0.00565445,1,0.00173611,20.4971,4269701,4,4,0,1,16,300,16,0.2,0.1,0.75,16384.0,0.0
0.346781,1.05434,3994,5.64518,0.929852,0.458912,0.0279908,0.266631,0.0169287,0.134117,0.00605909,0.185182,0.0467401,0.929852,1,0.000147881,0,0.588542,1,0.00520833,0.441943,0.441943,0.00471552,3,0.00217014,8.88811,4263867,5,4,0,1,8,150,16,0.2,0.05,0.75,2756608.0,10240.0
0.89399,178.844,234850,3.74585,103.362,33.8719,2.13139,24.3938,1.00206,12.5198,0.934014,14.5016,3.27673,103.362,14,0.00255141,1,12.875,13,0.0899907,1.46384,1.46384,0.380965,23,0.0509401,322.702,4263863,6,4,0,1,16,300,4,0.4,0.2,0.75,11182080.0,338944.0
0.670519,108.544,144514,2.94514,92.9856,22.9558,1.45738,15.5944,0.685028,8.03938,0.180995,9.7929,2.35433,92.9856,9,0.00205477,0,8.77604,9,0.0277984,1.23349,1.23349,0.24503,19,0.0135177,229.684,4269697,6,4,0,1,16,300,4,0.2,0.1,0.75,10481664.0,523264.0
0.517864,15.2876,20343,17.2108,13.8099,3.65673,0.168969,2.24409,0.0821291,1.11376,0.0162924,1.41539,0.387592,13.8099,2,0.000560944,0,1.99219,2,0.00390625,0.952552,0.952552,0.0648336,7,0.00108507,51.5319,4269699,5,4,0,1,16,300,8,0.3,0.1,0.75,3444736.0,71680.0
0.462824,1.92229,2574,16.6608,1.02449,0.44714,0.0207809,0.27006,0.0107824,0.135112,0.00571721,0.17201,0.0471926,1.02449,0,0.000156386,0,0.0104167,0,0.00260417,0.599094,0.599094,0.00768009,1,0.00173611,21.1316,4263327,4,4,0,1,16,300,16,0.5,0.2,0.75,3698688.0,19456.0
0.34586,2.01062,7584,4.24445,1.16062,0.799702,0.0342101,0.496441,0.0207114,0.244112,0.00678992,0.31954,0.0808239,1.16062,1,0.000167152,0,1.11719,1,0.00520833,0.438892,0.438892,0.00718475,5,0.0015191,9.01493,4269692,5,4,0,1,8,150,16,0.4,0.025,0.75,2785280.0,31744.0
0.437281,113.223,475052,0.683863,17.7767,25.7897,0.253187,22.3621,0.163855,8.40268,5.70279,9.3512,1.58657,17.7767,50,0.00100674,22,28.5,28,0.796859,0.415931,0.415931,0.105576,38,0.597096,158.464,4263851,6,4,0,1,8,150,4,0.3,0.025,0.75,11661312.0,289792.0
0.300139,15.9486,61048,0.50584,15.0468,5.95381,0.407917,3.95038,0.236161,1.99723,0.0455901,2.66549,0.534985,15.0468,7,0.000856505,0,7.15625,7,0.0502728,0.399288,0.399288,0.0267084,17,0.021945,38.1998,4269690,6,4,0,1,8,150,4,0.2,0.4,0.75,3178496.0,265216.0
1.1052,1.86477,7036,4.61068,1.13081,0.745893,0.0328131,0.460041,0.0199096,0.226337,0.0066385,0.29796,0.0756431,1.13081,1,0.000166713,0,1.03125,1,0.00260417,1.01372,1.01372,0.00670241,5,0.000868056,10.4844,4269443,5,4,0,1,8,150,16,0.4,0.05,0.75,7749632.0,259072.0
0.524231,20.2201,26642,11.6949,22.6946,4.73447,0.23761,2.92782,0.114801,1.46026,0.0195968,1.86277,0.501551,22.6946,3,0.000608665,0,2.9375,3,0.00520833,1.01105,1.01105,0.0820455,9,0.00169271,61.0015,4263849,5,4,0,1,16,300,8,0.5,0.2,0.75,3477504.0,70656.0
0.6567,769.713,1098010,3.19832,96.5319,106.518,0.488069,94.3468,0.272924,35.1127,24.668,37.1043,7.12187,96.5319,58,0.00203265,27,30.5573,31,0.939594,0.848981,0.848981,0.412751,40,0.723766,977.994,4269432,6,4,0,1,16,300,4,0.2,0.025,0.75,19279872.0,467968.0
1.15201,2.53105,3415,15.1726,1.67503,0.608529,0.0322566,0.363101,0.0161889,0.181618,0.00613765,0.237005,0.0639614,1.67503,0,0.000241267,0,0.182292,0,0.0078125,0.759942,0.759942,0.00895329,2,0.00347222,21.9197,4269436,4,4,0,1,16,300,8,0.3,0.4,0.75,7852032.0,186368.0
1.27933,0.56598,2161,2.93118,0.367672,0.228053,0.0102439,0.140208,0.00635057,0.0695297,0.00312949,0.0912237,0.023689,0.367672,1,0.000149343,0,0.523438,1,0.0078125,0.672405,0.672405,0.00375993,2,0.00477431,6.05243,4269437,4,4,0,1,8,150,8,0.4,0.4,0.75,7614464.0,233472.0
0.918994,123.259,163019,3.2633,97.0391,25.614,1.65521,17.6173,0.780769,9.1326,0.236408,10.9916,2.58936,97.0391,10,0.00239041,0,9.79688,10,0.0256076,1.39097,1.39097,0.267941,20,0.0137693,251.867,4269439,6,4,0,1,16,300,4,0.3,0.4,0.75,10764288.0,344064.0
0.272009,0.191923,718,3.27202,0.148479,0.0870318,0.00538881,0.0479272,0.00347764,0.0245872,0.0027354,0.0341427,0.00890847,0.148479,0,9.30307e-05,0,0.00390625,0,0.00390625,0.350937,0.350937,0.00228037,1,0.00325521,4.32791,4263842,4,4,0,1,8,150,16,0.2,0.4,0.75,2420736.0,3072.0
0.487876,25.812,34551,3.52082,34.4481,6.17376,0.335614,3.85963,0.160839,1.93883,0.0268851,2.46958,0.65674,34.4481,4,0.00109992,0,3.97396,4,0.00520833,0.84235,0.84235,0.102956,11,0.00265377,71.4407,4263325,5,4,0,1,16,300,4,0.3,0.4,0.75,3436544.0,840704.0
0.935276,12.978,49232,0.511098,12.7696,4.91554,0.30178,3.19271,0.173924,1.59722,0.0279516,2.13526,0.457907,12.7696,6,0.000551074,0,5.75,6,0.0197917,0.942435,0.942435,0.0249979,15,0.00737831,33.094,4269421,6,4,0,1,8,150,8,0.3,0.1,0.75,7897088.0,119808.0
0.869048,22.5507,30099,5.46756,28.8046,5.4569,0.295946,3.36305,0.142052,1.68316,0.0227163,2.16671,0.58113,28.8046,3,0.000943912,0,3.02083,3,0.00694444,1.21512,1.21512,0.0912443,10,0.00364583,64.5012,4263322,5,4,0,1,16,300,4,0.2,0.1,0.75,8609792.0,252928.0
0.776566,228.256,328564,8.87878,68.5071,39.0602,0.105963,32.3506,0.0676697,15.3389,1.81282,15.8515,3.54403,68.5071,17,0.000633677,2,14.4427,14,0.187157,0.592422,0.592422,0.143605,23,0.118154,346.273,4269411,6,4,0,1,16,300,16,0.3,0.025,0.75,11362304.0,291840.0
0.374975,454.835,661254,2.55383,57.0957,70.4438,0.216445,61.0733,0.128963,25.8926,9.59585,26.9494,5.51878,57.0957,34,0.00133448,11,23.2344,23,0.493232,0.602756,0.602756,0.230333,32,0.362152,586.213,4263319,6,4,0,1,16,300,8,0.5,0.025,0.75,15339520.0,436224.0
0.231581,0.407726,1559,2.84601,0.264424,0.173689,0.0096147,0.102432,0.00595163,0.0514304,0.00297502,0.0698225,0.0181804,0.264424,0,0.000135412,0,0.0989583,0,0.00520833,0.292595,0.292595,0.00334888,2,0.0015191,4.2231,4263309,4,4,0,1,8,150,8,0.2,0.1,0.75,2641920.0,47104.0
0.916428,431.219,626653,2.44531,59.8036,67.2038,0.260603,58.0291,0.147941,24.746,8.96559,25.6947,5.28808,59.8036,32,0.00133727,10,22.2604,22,0.470131,0.91391,0.91391,0.236014,31,0.340597,562.818,4269398,6,4,0,1,16,300,8,0.4,0.05,0.75,14749696.0,576512.0
0.349495,98.143,411098,0.698662,17.9579,22.6102,0.236001,19.4803,0.152433,7.36231,4.8826,8.2132,1.41321,17.9579,44,0.000874046,19,24.9427,25,0.777178,0.435314,0.435314,0.0972953,34,0.56319,140.322,4269400,6,4,0,1,8,150,4,0.2,0.025,0.75,11575296.0,292864.0
0.425553,377.85,549004,3.38509,55.9637,59.6425,0.245441,51.2206,0.139374,21.9222,7.74416,22.7953,4.75461,55.9637,28,0.00109593,8,19.9818,20,0.43163,0.766703,0.766703,0.255772,28,0.310352,498.373,4263304,6,4,0,1,16,300,8,0.2,0.025,0.75,15237120.0,569344.0
0.341984,28.2673,118763,2.24706,10.7969,8.41026,0.0674485,6.79934,0.0448499,3.11927,0.356717,3.59185,0.677381,10.7969,12,0.000291179,2,10.8008,11,0.154455,0.433068,0.433068,0.0313553,19,0.0857398,50.5437,4263300,6,4,0,1,8,150,16,0.3,0.025,0.75,3547136.0,15360.0
1.31726,53.9287,72257,5.58386,79.2074,12.8001,0.733711,8.01136,0.349469,4.03999,0.0490432,5.16223,1.33019,79.2074,4,0.0010849,0,3.99479,4,0.00347222,1.61069,1.61069,0.127726,12,0.00156973,154.639,4263298,6,4,0,1,16,300,8,0.2,0.1,0.75,9363456.0,272384.0
0.945988,25.4229,34052,4.47842,31.6062,6.05074,0.349728,3.78827,0.16666,1.90792,0.0281605,2.44834,0.64539,31.6062,4,0.000966553,0,3.97917,4,0.00694444,1.12011,1.12011,0.112009,11,0.00300926,69.7891,4263295,5,4,0,1,16,300,4,0.2,0.05,0.75,9076736.0,406528.0
0.560828,40.7353,53283,2.66571,36.9264,8.68285,0.475018,5.75855,0.225811,2.91199,0.0558098,3.59976,0.914283,36.9264,6,0.0011735,0,5.95312,6,0.0104167,0.883496,0.883496,0.163513,14,0.00501192,90.6923,4269372,5,4,0,1,16,300,4,0.5,0.2,0.75,3186688.0,115712.0
1.17142,22.2439,29233,10.4826,24.729,5.0658,0.239977,3.181,0.115898,1.584,0.0214307,1.99696,0.535724,24.729,3,0.000613893,0,2.98698,3,0.00520833,1.35195,1.35195,0.084165,9,0.00173921,65.1717,4269368,5,4,0,1,16,300,8,0.5,0.1,0.75,9191424.0,312320.0
0.437574,1.64179,2215,16.7861,0.928684,0.3933,0.0186923,0.23649,0.00976219,0.118818,0.0056103,0.151225,0.0413772,0.928684,0,0.000150167,0,0.0117188,0,0.00130208,0.567583,0.567583,0.00667648,1,0.000434028,20.7722,4263265,4,4,0,1,16,300,16,0.4,0.4,0.75,3604480.0,4096.0
0.413966,1.33488,1803,16.9151,0.965349,0.339567,0.0190567,0.196845,0.00984239,0.099587,0.00557529,0.13079,0.0359714,0.965349,0,0.000136714,0,0.00651042,0,0.00390625,0.576262,0.576262,0.00609957,1,0.00238715,20.5609,4263266,4,4,0,1,16,300,16,0.2,0.025,0.75,3530752.0,4096.0
0.801241,66.1064,278219,0.649617,12.4186,16.514,0.11273,14.052,0.075813,5.83,2.1381,6.62623,1.17777,12.4186,29,0.000587904,9,20.724,21,0.422723,0.629758,0.629758,0.0648562,30,0.294623,97.2074,4269363,6,4,0,1,8,150,8,0.4,0.025,0.75,10027008.0,227328.0
0.275396,2.49828,9468,3.02683,1.80372,1.03633,0.0534556,0.629327,0.0317707,0.311127,0.00742929,0.418995,0.105487,1.80372,2,0.000292826,0,1.96354,2,0.0078125,0.372373,0.372373,0.00828529,7,0.00238715,9.02888,4263261,5,4,0,1,8,150,8,0.3,0.2,0.75,2682880.0,56320.0
0.313404,0.310671,1175,3.13268,0.15581,0.128237,0.00626205,0.0762557,0.00401021,0.0382249,0.00281302,0.0508402,0.0132647,0.15581,0,9.80233e-05,0,0.0078125,0,0.00390625,0.377885,0.377885,0.00296972,1,0.00292969,4.42523,4269350,4,4,0,1,8,150,16,0.5,0.4,0.75,2781184.0,7168.0
0.913782,111.882,161139,26.0786,53.5295,20.4118,0.243541,16.0296,0.125412,7.73013,0.777741,8.14383,1.89912,53.5295,8,0.000540663,1,7.51953,8,0.122118,1.03746,1.03746,0.114668,14,0.0653316,214.016,4269353,6,4,0,1,16,300,16,0.2,0.05,0.75,11452416.0,283648.0
0.872917,137.174,181748,3.36765,104.882,27.75,1.71015,19.4013,0.803388,10.0239,0.33053,11.8926,2.8059,104.882,11,0.00243058,1,10.4479,10,0.0574901,1.24549,1.24549,0.317577,21,0.0294592,275.733,4269346,6,4,0,1,16,300,4,0.3,0.2,0.75,10571776.0,218112.0
0.708714,193.758,281895,12.1383,65.6535,33.579,0.164045,27.4925,0.0930292,13.1311,1.51727,13.5133,3.08534,65.6535,15,0.000688086,2,12.4479,12,0.210803,0.696934,0.696934,0.119957,21,0.124381,306.706,4263257,6,4,0,1,16,300,16,0.5,0.1,0.75,11333632.0,240640.0
0.430197,422.323,613446,2.42424,60.6281,65.4222,0.272396,56.49,0.153362,24.0819,8.73387,25.0397,5.08537,60.6281,32,0.00133544,10,21.9609,22,0.473313,0.651764,0.651764,0.211013,30,0.347638,552.163,4263258,6,4,0,1,16,300,8,0.5,0.05,0.75,14680064.0,296960.0
0.74138,8.37483,11238,28.4126,7.2227,2.03995,0.104269,1.22111,0.0517582,0.609448,0.0131764,0.788286,0.216569,7.2227,1,0.00031299,0,0.986979,1,0.00130208,1.09636,1.09636,0.0297869,4,0.000260417,47.9403,4263259,5,4,0,1,16,300,16,0.4,0.4,0.75,3485696.0,26624.0
1.12893,448.491,644556,2.63695,92.8187,67.0804,0.958792,57.0038,0.474433,22.3068,12.8556,24.3376,5.01811,92.8187,34,0.00205225,14,20.4688,20,0.705221,1.27754,1.27754,0.376119,30,0.483829,613.924,4263251,6,4,0,1,16,300,4,0.2,0.05,0.75,20811776.0,598016.0
0.537814,2.10968,2807,16.6152,1.06555,0.481145,0.0204851,0.294213,0.0106772,0.146806,0.00579363,0.184336,0.0509611,1.06555,0,0.000158789,0,0.0117188,0,0.00260417,0.659415,0.659415,0.00885742,1,0.00173611,21.4854,4269331,4,4,0,1,16,300,16,0.5,0.05,0.75,3698688.0,29696.0
0.308097,18.3084,69724,0.388174,14.7596,6.59071,0.450014,4.44122,0.259041,2.23662,0.0588532,2.97911,0.580983,14.7596,8,0.000876127,0,8.0625,8,0.0424665,0.410303,0.410303,0.0323057,18,0.0211171,40.8171,4269293,6,4,0,1,8,150,4,0.2,0.1,0.75,1060864.0,5120.0
0.395482,19.296,72484,0.649833,13.7303,6.63419,0.418753,4.5368,0.242047,2.27063,0.0696236,2.98196,0.581382,13.7303,8,0.000591988,0,7.98958,8,0.0283761,0.523235,0.523235,0.0394132,18,0.0131275,41.2888,4263243,6,4,0,1,8,150,8,0.5,0.1,0.75,974848.0,2048.0
1.47955,51.6164,67337,15.0199,60.6709,11.7723,0.619943,7.42529,0.298046,3.72458,0.0456359,4.71785,1.21759,60.6709,4,0.000681967,0,3.88151,4,0.0093316,1.70761,1.70761,0.135049,11,0.00278764,142.463,4269282,6,4,0,1,16,300,16,0.5,0.2,0.75,9244672.0,147456.0
0.24522,5.20453,6970,10.7496,3.76337,1.26632,0.0678579,0.767709,0.0327945,0.382939,0.00796346,0.498991,0.133999,3.76337,1,0.000406382,0,1.13542,1,0.015625,0.37154,0.37154,0.0185476,5,0.00564236,21.6314,4263244,4,4,0,1,16,300,4,0.2,0.05,0.75,3358720.0,69632.0
