,ADAPT_COMM,ADVANCE$,ADVANCE_STEPS_COUNTER$,CFL_COMM,COMM,GHOSTFILL$,GHOSTFILL_AVERAGE,GHOSTFILL_COPY,GHOSTFILL_INTERP,GHOSTFILL_STEP1,GHOSTFILL_STEP2,GHOSTFILL_STEP3,GHOSTPATCH_BUILD,GHOSTPATCH_COMM,GRIDS_PER_PROC$,INIT,INTERIOR,LOCAL,LOCAL_BOUNDARY,LOCAL_BOUNDARY_RATIO,PARTITION,PARTITION_COMM,REGRID$,REMOTE_BOUNDARY,REMOTE_BOUNDARY_RATIO,WALLTIME,jobid,max,mi,min,mj,mx,nout,p,r0,rhoin,tfinal,MaxRSS,AveRSS
0,0.407134,6.9404,26319,2.96496,6.23824,2.87805,0.164805,1.74371,0.097134,0.867529,0.0171545,1.17981,0.286816,6.23824,3,0.000304625,0,2.97786,3,0.00455729,0.636605,0.636605,0.0164764,10,0.00142506,20.0977,4263172,6,4,0,1,8,150,16,0.4,0.4,0.75,3002368.0,23552.0
1,0.565965,13.8683,52638,0.495504,11.9516,5.20897,0.328439,3.40709,0.190617,1.71135,0.0317629,2.28101,0.479637,11.9516,6,0.000581666,0,5.98698,6,0.00329861,0.507364,0.507364,0.0261591,15,0.00165622,32.6415,4263882,6,4,0,1,8,150,8,0.4,0.4,0.75,0.0,0.0
2,0.323292,2.17553,2965,15.2606,1.50274,0.534629,0.0295767,0.315758,0.0149465,0.1586,0.00608826,0.208091,0.0562762,1.50274,0,0.000227548,0,0.078125,0,0.00390625,0.478038,0.478038,0.00760561,2,0.00325521,20.2896,4263883,4,4,0,1,16,300,8,0.2,0.2,0.75,0.0,0.0
3,0.29086,0.210185,780,3.35361,0.149175,0.0927266,0.00540418,0.0523094,0.00349713,0.0266918,0.00275156,0.0365647,0.00953726,0.149175,0,9.02976e-05,0,0.00520833,0,0.00260417,0.377155,0.377155,0.00252115,1,0.00195312,4.47935,4263884,4,4,0,1,8,150,16,0.2,0.1,0.75,2756608.0,200704.0
4,0.43958,1.2805,1708,17.519,0.846209,0.316542,0.017351,0.184012,0.00911759,0.0927648,0.00553219,0.12207,0.0332181,0.846209,0,0.000148139,0,0.00520833,0,0.00260417,0.571499,0.571499,0.00566404,1,0.00173611,20.9882,4263885,4,4,0,1,16,300,16,0.3,0.4,0.75,3534848.0,17408.0
5,0.443189,145.098,606765,1.108,19.5078,31.63,0.172703,27.9056,0.122817,10.2061,7.68267,11.1579,1.85346,19.5078,64,0.00107154,30,34.1823,34,0.901685,0.361306,0.361306,0.107676,43,0.712404,198.286,4263173,6,4,0,1,8,150,4,0.5,0.025,0.75,11939840.0,458752.0
6,1.41611,211.916,277194,3.15129,100.535,38.4978,2.41108,28.1719,1.13187,14.3022,1.54214,16.3731,3.62131,100.535,17,0.00258115,2,14.5521,15,0.1433,1.48284,1.48284,0.447848,25,0.0846634,357.598,4263886,6,4,0,1,16,300,4,0.4,0.1,0.75,11296768.0,401408.0
7,0.237047,0.745193,2817,2.58475,0.386601,0.291034,0.0126927,0.180267,0.00782639,0.088852,0.00328404,0.116733,0.0302546,0.386601,1,0.000155325,0,0.914062,1,0.00260417,0.294675,0.294675,0.00444532,3,0.000651042,4.54854,4263174,4,4,0,1,8,150,8,0.5,0.05,0.75,0.0,0.0
8,0.344132,28.6014,108602,0.601599,16.2924,9.3435,0.701034,6.55613,0.407094,3.2804,0.248785,4.3175,0.762099,16.2924,13,0.0010743,1,12.0833,12,0.0817793,0.456135,0.456135,0.0519984,22,0.0450066,55.7147,4263175,6,4,0,1,8,150,4,0.5,0.4,0.75,0.0,0.0
9,0.199914,121.059,173698,1.77246,34.0936,19.9883,0.0751783,16.61,0.0442266,7.7662,1.08474,8.14549,1.80129,34.0936,18,0.00108001,3,15.2656,15,0.21971,0.261368,0.261368,0.0765563,23,0.14693,177.485,4263887,5,4,0,1,16,300,4,0.3,0.025,0.75,2203648.0,11264.0
10,0.172033,4.97057,20793,1.23573,3.84249,1.86063,0.00983041,1.32509,0.00743588,0.634624,0.00849785,0.732587,0.173826,3.84249,4,0.000166725,0,3.96615,4,0.00234375,0.199525,0.199525,0.00430302,11,0.0010831,12.2908,4263888,5,4,0,1,8,150,16,0.5,0.025,0.75,0.0,0.0
11,0.744635,8.71997,11654,28.5702,7.33497,2.10165,0.110327,1.25753,0.0547945,0.627452,0.0132813,0.81631,0.222313,7.33497,1,0.000316617,0,0.994792,1,0.00260417,1.08825,1.08825,0.0302886,4,0.000868056,48.6118,4263889,5,4,0,1,16,300,16,0.5,0.4,0.75,0.0,0.0
12,0.289393,7.81893,10294,8.35095,4.88207,1.75744,0.0790815,1.09795,0.0384404,0.543166,0.00893176,0.689691,0.186272,4.88207,2,0.000497599,0,1.96354,2,0.00520833,0.408341,0.408341,0.0306381,6,0.00173611,23.5549,4263890,4,4,0,1,16,300,4,0.5,0.2,0.75,0.0,0.0
13,0.259494,5.45158,20680,0.319138,6.62651,2.12986,0.115916,1.37591,0.0672291,0.682454,0.0139217,0.90513,0.206551,6.62651,5,0.000507918,0,4.70312,5,0.0217014,0.317933,0.317933,0.0168652,13,0.00778397,15.1337,4263891,5,4,0,1,8,150,4,0.3,0.05,0.75,0.0,0.0
14,0.827574,22.4544,30097,40.5976,23.8938,5.69696,0.316987,3.36433,0.155782,1.68081,0.0285362,2.21064,0.601847,23.8938,1,0.000539705,0,1.41667,1,0.00390625,1.31273,1.31273,0.0614808,6,0.00108507,94.8795,4263176,6,4,0,1,16,300,16,0.2,0.4,0.75,0.0,0.0
15,0.223783,59.8614,87020,5.66973,21.1777,11.1519,0.0432339,8.74424,0.0263799,4.28125,0.0842567,4.57393,1.06243,21.1777,9,0.000605049,0,8.72917,9,0.0325107,0.304176,0.304176,0.0429878,16,0.0205372,98.4531,4263177,5,4,0,1,16,300,8,0.4,0.025,0.75,0.0,0.0
16,0.0990492,1.32298,5518,1.48949,0.2111,0.486201,0.00344828,0.336506,0.00258402,0.161765,0.00342506,0.187945,0.046839,0.2111,2,0.000153907,0,1.98958,2,0.00520833,0.103526,0.103526,0.00174177,6,0.00260417,3.71716,4263178,4,4,0,1,8,150,8,0.5,0.025,0.75,0.0,0.0
17,0.383044,5.41038,20542,5.05586,4.83178,2.28718,0.133105,1.36494,0.0787857,0.679092,0.0152807,0.931518,0.229824,4.83178,2,0.000293569,0,2.0026,2,0.000651042,0.495529,0.495529,0.0125516,8,0.000325521,18.4873,4263892,6,4,0,1,8,150,16,0.3,0.4,0.75,0.0,0.0
18,0.351931,1.96498,7371,4.35871,1.22507,0.784963,0.0386469,0.478753,0.0233613,0.236248,0.00676644,0.316643,0.0794208,1.22507,1,0.00016726,0,1.06641,1,0.00520833,0.428045,0.428045,0.00696722,5,0.000954861,9.1273,4263179,5,4,0,1,8,150,16,0.5,0.05,0.75,0.0,0.0
19,0.346172,1.86333,7002,4.46786,1.218,0.753098,0.0384102,0.45564,0.0232341,0.225196,0.00670933,0.303809,0.0764103,1.218,1,0.0001648,0,1.02344,1,0.00390625,0.427158,0.427158,0.00672257,5,0.00119358,9.08937,4263180,5,4,0,1,8,150,16,0.5,0.1,0.75,2809856.0,22528.0
20,0.407143,1.39109,1876,16.8048,0.761289,0.334086,0.0162556,0.198589,0.00860423,0.0999517,0.00554377,0.127951,0.0349706,0.761289,0,0.000146603,0,0.00390625,0,0.00260417,0.544676,0.544676,0.00562206,1,0.00173611,20.2581,4263893,4,4,0,1,16,300,16,0.3,0.1,0.75,3543040.0,33792.0
21,0.347072,27.669,105276,0.499347,14.9866,9.07688,0.643707,6.38376,0.372977,3.18671,0.211744,4.17594,0.749608,14.9866,13,0.00105297,1,11.8958,12,0.089899,0.461589,0.461589,0.0503523,22,0.0495831,53.1141,4263181,6,4,0,1,8,150,4,0.4,0.4,0.75,0.0,0.0
22,0.507743,17.5868,23308,14.2879,17.5166,4.18772,0.221607,2.54914,0.107623,1.27148,0.0177784,1.64602,0.444507,17.5166,2,0.00061656,0,2.09115,2,0.0117188,0.961024,0.961024,0.0780551,8,0.00343915,55.1617,4263182,5,4,0,1,16,300,8,0.5,0.4,0.75,3403776.0,26624.0
23,0.294491,0.337785,1278,3.07531,0.159925,0.137681,0.00625243,0.0829657,0.00398621,0.0414135,0.00283799,0.0544487,0.0142433,0.159925,0,9.84358e-05,0,0.0195312,0,0.00195312,0.366969,0.366969,0.00303086,1,0.0016276,4.37874,4263183,4,4,0,1,8,150,16,0.4,0.05,0.75,0.0,0.0
24,0.688238,925.085,1322510,2.92655,105.97,125.651,0.429593,112.197,0.251795,41.3882,30.2595,43.3495,8.17055,105.97,69,0.00253664,33,35.9219,36,0.987586,0.804767,0.804767,0.395487,45,0.795155,1161.62,4263184,6,4,0,1,16,300,4,0.5,0.025,0.75,20742144.0,657408.0
25,0.755598,6.9162,9275,32.3923,6.72173,1.70187,0.0836507,1.01914,0.0417432,0.508876,0.0127273,0.652882,0.179533,6.72173,1,0.000291481,0,0.830729,1,0.00260417,1.09858,1.09858,0.0253983,3,0.000868056,49.6312,4263185,5,4,0,1,16,300,16,0.3,0.2,0.75,3538944.0,6144.0
26,0.327259,33.0629,139109,1.17802,10.1711,9.63311,0.0588115,7.88382,0.0406721,3.59757,0.43533,4.1277,0.762856,10.1711,14,0.000305214,2,12.7799,13,0.139114,0.401934,0.401934,0.0316734,21,0.0822202,54.8218,4263186,6,4,0,1,8,150,16,0.4,0.025,0.75,0.0,0.0
27,0.862321,44.3427,58712,15.9274,59.776,10.5368,0.539364,6.51408,0.259681,3.2565,0.0390475,4.14891,1.09869,59.776,3,0.000665972,0,3.0,3,0.0015191,1.3459,1.3459,0.108816,10,0.000595802,132.955,4263894,6,4,0,1,16,300,16,0.4,0.2,0.75,3813376.0,23552.0
28,0.387195,14.3417,54301,0.604782,13.0681,5.36922,0.357795,3.51057,0.207826,1.771,0.0365053,2.37086,0.490297,13.0681,6,0.000595648,0,6.05729,6,0.0230035,0.509744,0.509744,0.0275831,16,0.00912962,34.3262,4263187,6,4,0,1,8,150,8,0.5,0.4,0.75,0.0,0.0
29,0.517742,388.748,563790,3.05342,62.125,60.9467,0.323533,52.2903,0.175839,22.297,7.92892,23.4367,4.81228,62.125,29,0.00132676,9,20.1198,20,0.471766,0.703707,0.703707,0.207881,29,0.332106,516.376,4263895,6,4,0,1,16,300,8,0.5,0.1,0.75,14643200.0,515072.0
30,0.389791,6.0262,22865,4.45221,5.32922,2.50872,0.139004,1.51538,0.0818691,0.751667,0.0158383,1.02103,0.250902,5.32922,2,0.000291292,0,2.17057,2,0.00260417,0.499415,0.499415,0.0140903,8,0.000869606,19.231,4263896,6,4,0,1,8,150,16,0.3,0.2,0.75,0.0,0.0
31,0.384242,17.1099,64407,0.592743,13.7101,6.07834,0.391898,4.08684,0.226943,2.05171,0.0537131,2.71461,0.54208,13.7101,7,0.000596026,0,7.14844,7,0.0501364,0.51853,0.51853,0.0355663,17,0.0210891,38.4485,4263188,6,4,0,1,8,150,8,0.5,0.2,0.75,0.0,0.0
32,0.228097,3.6958,14038,0.955832,3.24149,1.54982,0.0925972,0.944127,0.0542097,0.471203,0.00985945,0.642639,0.156079,3.24149,3,0.00047382,0,2.97917,3,0.0104167,0.283413,0.283413,0.0113784,10,0.00477431,9.97576,4263189,5,4,0,1,8,150,4,0.2,0.2,0.75,0.0,0.0
33,0.717962,150.432,198579,2.90541,98.203,29.7124,1.88765,20.9502,0.881636,10.8148,0.505856,12.7629,2.94745,98.203,12,0.00242436,1,11.0677,11,0.0881539,1.30528,1.30528,0.355163,22,0.0466114,283.759,4263190,6,4,0,1,16,300,4,0.3,0.1,0.75,10682368.0,205824.0
34,1.43126,52.4847,69298,12.1945,67.2314,12.0473,0.611737,7.60885,0.29255,3.80907,0.0469139,4.80407,1.246,67.2314,4,0.000667177,0,3.97266,4,0.00412326,1.68901,1.68901,0.133989,11,0.00130997,147.274,4263191,6,4,0,1,16,300,16,0.4,0.1,0.75,9502720.0,190464.0
35,0.186091,0.931153,3546,1.95502,0.652587,0.396736,0.0234555,0.237203,0.0138004,0.118172,0.00375966,0.162934,0.0415171,0.652587,1,0.000225748,0,1.11458,1,0.0208333,0.213115,0.213115,0.00546065,5,0.00668403,4.34549,4263192,4,4,0,1,8,150,4,0.2,0.025,0.75,0.0,0.0
36,0.260965,6.66725,8859,9.56215,4.32954,1.53944,0.0702442,0.959184,0.034182,0.476174,0.00824008,0.603427,0.164802,4.32954,2,0.00052371,0,1.65104,2,0.0260417,0.38898,0.38898,0.0263615,5,0.00512153,22.794,4263193,4,4,0,1,16,300,4,0.4,0.4,0.75,0.0,0.0
37,0.266247,7.43482,28142,0.329894,5.80791,2.65269,0.128368,1.80201,0.0749078,0.889898,0.0213803,1.14498,0.247481,5.80791,6,0.000539077,0,5.97396,6,0.00746528,0.324533,0.324533,0.0223228,15,0.00386078,16.8535,4263194,5,4,0,1,8,150,4,0.4,0.05,0.75,0.0,0.0
38,0.300339,3.15633,11965,2.22036,2.26132,1.27673,0.0659798,0.786262,0.0389816,0.389093,0.00827222,0.521063,0.129048,2.26132,2,0.000311367,0,2.26823,2,0.0078125,0.390996,0.390996,0.0100187,8,0.00226728,9.6252,4263195,5,4,0,1,8,150,8,0.4,0.2,0.75,0.0,0.0
39,0.210424,0.543182,2078,2.72814,0.323767,0.223223,0.0119892,0.134094,0.00725815,0.066906,0.00310462,0.0903493,0.0231884,0.323767,0,0.000144454,0,0.492188,0,0.00520833,0.268644,0.268644,0.00370652,2,0.00173611,4.30529,4263897,4,4,0,1,8,150,8,0.3,0.05,0.75,0.0,0.0
40,0.681062,99.6709,132611,2.91776,94.4142,21.5164,1.35253,14.4849,0.638825,7.4512,0.142944,9.13909,2.19886,94.4142,8,0.00201964,0,7.94271,8,0.0106213,1.18186,1.18186,0.226094,18,0.00603864,220.706,4263328,6,4,0,1,16,300,4,0.2,0.2,0.75,9986048.0,470016.0
41,0.261985,6.79135,25753,0.298895,5.61659,2.48961,0.131714,1.65985,0.0766407,0.823112,0.019077,1.07453,0.234503,5.61659,6,0.000542397,0,5.73958,6,0.0364583,0.324727,0.324727,0.0203346,14,0.0143233,15.8177,4263898,5,4,0,1,8,150,4,0.4,0.1,0.75,2940928.0,34816.0
42,0.437072,1.7134,2310,16.8632,0.931364,0.40655,0.0194268,0.244897,0.0100859,0.122912,0.00567393,0.15667,0.0426732,0.931364,0,0.000156812,0,0.0117188,0,0.00260417,0.581089,0.581089,0.00677155,1,0.0016276,20.9489,4263196,4,4,0,1,16,300,16,0.4,0.2,0.75,3530752.0,240640.0
43,0.203534,0.394952,1513,2.84624,0.2572,0.168823,0.00980751,0.0985225,0.00605202,0.0495618,0.00298175,0.0679683,0.0175683,0.2572,0,0.000134009,0,0.0989583,0,0.0117188,0.271382,0.271382,0.00313609,2,0.00716146,4.14904,4263197,4,4,0,1,8,150,8,0.2,0.2,0.75,0.0,0.0
44,0.318377,2.63683,3796,14.5525,0.611552,0.587437,0.0109528,0.387242,0.00619081,0.191102,0.00575893,0.219702,0.0586375,0.611552,0,0.000145997,0,0.361979,0,0.00325521,0.407958,0.407958,0.00515616,2,0.00206163,19.1259,4263198,4,4,0,1,16,300,16,0.3,0.025,0.75,3280896.0,8192.0
45,1.21399,451.715,657127,2.14234,56.1836,70.7953,0.203126,61.2592,0.122546,25.8741,9.5684,27.1662,5.67411,56.1836,34,0.00126035,11,23.2526,23,0.483364,0.928749,0.928749,0.263289,32,0.354272,583.328,4263899,6,4,0,1,16,300,8,0.3,0.025,0.75,14888960.0,500736.0
46,0.309785,3.83066,5127,14.6194,2.11788,0.864437,0.0344419,0.543082,0.0172309,0.269522,0.00670086,0.334412,0.0897867,2.11788,1,0.000264699,0,0.828125,1,0.0078125,0.459952,0.459952,0.0114947,3,0.00282118,22.2267,4263900,4,4,0,1,16,300,8,0.4,0.05,0.75,0.0,0.0
47,0.377694,41.7166,156871,0.631153,17.7432,12.1658,0.874464,8.85338,0.509978,4.25669,0.716327,5.51219,0.934388,17.7432,19,0.00107191,3,15.7969,16,0.194626,0.484384,0.484384,0.0743759,26,0.119029,73.221,4263199,6,4,0,1,8,150,4,0.5,0.05,0.75,0.0,0.0
48,0.170822,0.788063,3026,2.21806,0.532451,0.330417,0.0188503,0.198187,0.0113094,0.098758,0.00352763,0.135204,0.0343394,0.532451,1,0.000228371,0,0.989583,1,0.0104167,0.203525,0.203525,0.00460626,4,0.00434028,4.25277,4263200,4,4,0,1,8,150,4,0.2,0.2,0.75,0.0,0.0
49,0.4109,38.0415,53685,7.77489,21.0739,7.63184,0.13756,5.53928,0.0691464,2.71109,0.0473138,3.07796,0.767661,21.0739,6,0.000616059,0,5.44271,5,0.0303385,0.745054,0.745054,0.0893284,12,0.0137314,75.8031,4263901,5,4,0,1,16,300,8,0.5,0.05,0.75,3932160.0,78848.0
50,0.413227,72.6074,101065,1.68311,34.3338,13.2194,0.263639,10.1476,0.128851,4.85322,0.4572,5.39969,1.29635,34.3338,10,0.00117896,1,9.42188,9,0.110098,0.687433,0.687433,0.146768,18,0.0579764,123.154,4263902,5,4,0,1,16,300,4,0.4,0.05,0.75,0.0,0.0
51,0.489933,9.78173,13197,22.353,8.85267,2.48584,0.139053,1.47113,0.0682983,0.735312,0.0142242,0.968137,0.264338,8.85267,1,0.000497916,0,1.03906,1,0.00520833,0.88946,0.88946,0.0346835,5,0.00412326,44.9114,4263201,5,4,0,1,16,300,8,0.2,0.4,0.75,0.0,0.0
52,0.584583,49.3674,66306,6.99083,76.705,11.9736,0.676766,7.41405,0.324236,3.73305,0.0442711,4.78523,1.24834,76.705,4,0.00108758,0,3.97135,4,0.00868056,1.25017,1.25017,0.121187,12,0.00348472,147.053,4263903,6,4,0,1,16,300,8,0.2,0.2,0.75,3411968.0,34816.0
53,0.290459,7.09026,9381,8.85965,4.07945,1.61978,0.0748522,1.00925,0.0364635,0.500148,0.00834522,0.637022,0.173474,4.07945,2,0.000492862,0,1.80729,2,0.0208333,0.454065,0.454065,0.0307632,6,0.00538194,22.4419,4263202,4,4,0,1,16,300,4,0.5,0.4,0.75,0.0,0.0
54,0.580805,790.081,1127580,3.90481,105.895,108.973,0.645719,96.4393,0.346151,36.0925,25.1138,38.0402,7.21486,105.895,59,0.00254264,28,31.6667,32,0.933581,0.723932,0.723932,0.352226,40,0.729728,1010.62,4263904,6,4,0,1,16,300,4,0.5,0.1,0.75,19279872.0,472064.0
55,0.666424,4.82857,6599,30.5275,4.27073,1.24376,0.069955,0.723732,0.0353863,0.363972,0.0119438,0.478787,0.131993,4.27073,0,0.000256974,0,0.10026,0,0.00455729,1.02427,1.02427,0.0171682,2,0.00184462,42.5948,4263905,5,4,0,1,16,300,16,0.2,0.4,0.75,2596864.0,3072.0
56,0.263345,0.355495,1346,3.04665,0.157666,0.142428,0.0061705,0.0865151,0.00394655,0.0430909,0.00283147,0.0562458,0.0146251,0.157666,0,9.71838e-05,0,0.0260417,0,0.00325521,0.336366,0.336366,0.00283964,1,0.00227865,4.30829,4263203,4,4,0,1,8,150,16,0.4,0.025,0.75,0.0,0.0
57,0.237681,3.86227,14748,0.902653,4.41279,1.60849,0.0949537,0.984544,0.0556189,0.490925,0.00999335,0.667866,0.161717,4.41279,3,0.000462729,0,3.00521,3,0.0138889,0.293377,0.293377,0.0119891,10,0.00521059,11.3393,4263906,5,4,0,1,8,150,4,0.2,0.1,0.75,0.0,0.0
58,0.600899,19.0086,26843,17.9276,17.6031,4.26562,0.0699888,2.89006,0.0364635,1.41681,0.0159719,1.61627,0.428566,17.6031,2,0.000313791,0,2.33333,2,0.0,0.835354,0.835354,0.0363967,8,0.0,60.2979,4263204,5,4,0,1,16,300,16,0.5,0.05,0.75,3682304.0,23552.0
59,0.867233,11.1093,14617,25.7123,8.61264,2.58364,0.11959,1.57907,0.0590774,0.783696,0.0140832,0.999077,0.273113,8.61264,1,0.00031797,0,1.03125,1,0.00390625,1.10282,1.10282,0.040108,5,0.000976562,50.053,4263907,5,4,0,1,16,300,16,0.5,0.1,0.75,0.0,0.0
60,0.435581,20.9613,28132,5.92464,22.881,5.15113,0.288491,3.14564,0.138509,1.57669,0.0214903,2.0432,0.553215,22.881,3,0.000979889,0,2.97917,3,0.0130208,0.761569,0.761569,0.0951448,10,0.00607639,56.2556,4263908,5,4,0,1,16,300,4,0.2,0.2,0.75,3272704.0,152576.0
61,0.295807,0.37422,1409,3.03764,0.176116,0.150223,0.00685935,0.0902641,0.00438304,0.0449251,0.00287888,0.0593935,0.0156408,0.176116,0,9.91079e-05,0,0.0260417,0,0.00260417,0.364819,0.364819,0.00323949,1,0.0016276,4.40587,4263205,4,4,0,1,8,150,16,0.5,0.05,0.75,0.0,0.0
62,0.19255,1.42847,5373,1.45473,0.746816,0.552459,0.0241513,0.348428,0.0145584,0.170913,0.00421414,0.224807,0.0569443,0.746816,2,0.000265041,0,1.98958,2,0.0104167,0.201357,0.201357,0.00647867,6,0.00234375,4.58901,4263206,4,4,0,1,8,150,4,0.5,0.1,0.75,0.0,0.0
63,0.350524,3.17443,4293,15.3662,2.15226,0.747944,0.0367645,0.455958,0.0182111,0.227612,0.0065617,0.291541,0.0785354,2.15226,1,0.000245024,0,0.554688,1,0.0104167,0.524307,0.524307,0.0116178,2,0.00477431,22.3362,4263207,4,4,0,1,16,300,8,0.3,0.05,0.75,3338240.0,51200.0
64,0.294003,0.2358,887,3.1967,0.17418,0.105752,0.00656797,0.0592872,0.00411366,0.030241,0.00278181,0.041971,0.0109894,0.17418,0,9.16046e-05,0,0.00130208,0,0.00520833,0.378632,0.378632,0.00274418,1,0.00434028,4.39121,4263909,4,4,0,1,8,150,16,0.2,0.025,0.75,2764800.0,24576.0
65,0.252476,4.3229,16485,0.704299,5.20584,1.78262,0.112482,1.10301,0.0653557,0.552807,0.0117078,0.753403,0.176778,5.20584,4,0.000465148,0,3.92188,4,0.0173611,0.300804,0.300804,0.0141388,11,0.00605008,12.5947,4263208,5,4,0,1,8,150,4,0.2,0.025,0.75,0.0,0.0
66,0.448846,903.456,1314250,1.63744,90.5823,124.728,0.400133,111.268,0.236974,40.9366,29.7607,43.3027,8.26645,90.5823,69,0.00240194,33,35.8438,36,0.979284,0.772059,0.772059,0.434523,45,0.789627,1122.17,4263209,6,4,0,1,16,300,4,0.3,0.025,0.75,19247104.0,374784.0
67,0.330416,3.86785,5147,14.2992,2.26075,0.880325,0.0398231,0.542523,0.0198444,0.269469,0.00667491,0.34213,0.092418,2.26075,1,0.000267001,0,0.820312,1,0.00520833,0.5086,0.5086,0.0130193,3,0.00217014,22.17,4263910,4,4,0,1,16,300,8,0.5,0.2,0.75,0.0,0.0
68,0.244017,5.40029,7211,10.5974,3.88477,1.31345,0.0712632,0.794637,0.0343324,0.396182,0.00799872,0.518072,0.139465,3.88477,1,0.000404119,0,1.19271,1,0.0208333,0.383884,0.383884,0.0191964,5,0.00668403,21.859,4263911,4,4,0,1,16,300,4,0.2,0.025,0.75,401408.0,2048.0
69,0.79482,8.91296,11912,27.5614,6.96262,2.13957,0.104231,1.2933,0.0515725,0.644021,0.0133444,0.826401,0.226298,6.96262,1,0.000310364,0,1.0,1,0.00130208,1.14766,1.14766,0.0323805,4,0.000325521,47.5733,4263912,5,4,0,1,16,300,16,0.4,0.2,0.75,3571712.0,241664.0
70,0.273122,0.275583,1039,3.15638,0.16358,0.11726,0.0065674,0.0678542,0.00412527,0.0342779,0.00278206,0.0466606,0.012117,0.16358,0,9.357e-05,0,0.0117188,0,0.00260417,0.355317,0.355317,0.00272762,1,0.00260417,4.34726,4263913,4,4,0,1,8,150,16,0.3,0.05,0.75,2781184.0,5120.0
71,0.702957,5.21895,7033,31.0769,4.54169,1.32243,0.0728145,0.774919,0.0366541,0.388508,0.0120775,0.51017,0.139985,4.54169,0,0.000259913,0,0.18099,0,0.00390625,1.02814,1.02814,0.0179659,2,0.00173611,43.9259,4263914,5,4,0,1,16,300,16,0.2,0.2,0.75,0.0,0.0
72,0.225348,59.6579,86849,3.45669,16.1182,11.1084,0.0394338,8.69879,0.0246069,4.2257,0.08392,4.57949,1.0697,16.1182,9,0.000555641,0,8.70052,9,0.0342107,0.289177,0.289177,0.0404103,16,0.0214589,90.9176,4263210,5,4,0,1,16,300,8,0.3,0.025,0.75,0.0,0.0
73,0.366172,4.31209,16379,6.65225,3.83483,1.8474,0.10752,1.09473,0.0638939,0.544959,0.0140928,0.749093,0.186421,3.83483,2,0.000257814,0,1.78776,2,0.00390625,0.491692,0.491692,0.00977865,6,0.00119358,17.5236,4263915,6,4,0,1,8,150,16,0.2,0.2,0.75,0.0,0.0
74,0.326983,7.97234,30524,1.35189,11.7005,3.35226,0.205504,2.04866,0.120376,1.02711,0.0192459,1.3956,0.331271,11.7005,4,0.000489386,0,3.42448,3,0.0260417,0.4534,0.4534,0.0159597,11,0.00834451,25.1866,4263211,6,4,0,1,8,150,8,0.2,0.4,0.75,0.0,0.0
75,0.174624,1.42724,5382,1.44116,0.686058,0.549903,0.022078,0.350683,0.0132249,0.171845,0.00417676,0.222669,0.0562558,0.686058,2,0.000264615,0,1.96354,2,0.015625,0.190145,0.190145,0.00595288,6,0.00520833,4.481,4263212,4,4,0,1,8,150,4,0.4,0.025,0.75,0.0,0.0
76,0.270677,2.05792,2811,15.125,1.56974,0.517949,0.0290466,0.302317,0.0146867,0.152078,0.00606672,0.200231,0.0544514,1.56974,0,0.000223087,0,0.0729167,0,0.00130208,0.425717,0.425717,0.00680178,2,0.000651042,19.9807,4263916,4,4,0,1,16,300,8,0.2,0.4,0.75,3452928.0,421888.0
77,0.379159,4.6057,17431,6.35079,4.07475,1.95528,0.113889,1.16132,0.0674455,0.577476,0.014354,0.794496,0.196965,4.07475,2,0.000262923,0,1.93359,2,0.00390625,0.493128,0.493128,0.0103463,7,0.00108507,17.8788,4263917,6,4,0,1,8,150,16,0.2,0.1,0.75,0.0,0.0
78,0.389262,20.8896,78436,0.617839,14.222,7.05096,0.449932,4.85912,0.259681,2.42604,0.0944449,3.18104,0.609957,14.222,9,0.000589797,0,8.91406,9,0.011942,0.509134,0.509134,0.0429611,19,0.00599165,43.7431,4263918,6,4,0,1,8,150,8,0.5,0.05,0.75,0.0,0.0
79,0.920287,81.8835,108109,4.38741,82.9808,18.0045,1.13067,11.7848,0.538125,6.03368,0.0915278,7.54425,1.85195,82.9808,6,0.00132302,0,6.0,6,0.0138889,1.34909,1.34909,0.187885,16,0.00578962,189.8,4263213,6,4,0,1,16,300,8,0.5,0.4,0.75,9883648.0,243712.0
80,0.303083,17.1573,65517,0.409932,14.865,6.27612,0.424789,4.20705,0.24476,2.12336,0.0521325,2.81997,0.558516,14.865,8,0.000864898,0,7.93229,8,0.0114583,0.408029,0.408029,0.0292771,18,0.00641758,39.468,4263214,6,4,0,1,8,150,4,0.2,0.2,0.75,811008.0,4096.0
81,1.09957,88.6754,117425,4.55503,87.4295,19.033,1.07363,12.7029,0.507977,6.46497,0.100675,7.94218,1.96113,87.4295,7,0.00133514,0,6.95052,7,0.00863715,1.59524,1.59524,0.223461,16,0.00397455,202.702,4263919,6,4,0,1,16,300,8,0.4,0.2,0.75,9904128.0,241664.0
82,0.265353,7.42693,28010,0.39599,6.33534,2.66145,0.151301,1.77915,0.0883482,0.884236,0.0231463,1.1632,0.246949,6.33534,6,0.000535693,0,5.97917,6,0.00642361,0.319591,0.319591,0.0219854,15,0.00333878,17.4415,4263215,5,4,0,1,8,150,4,0.5,0.1,0.75,0.0,0.0
