p,mx,max,r0,rhoin,Cost,MaxRSS,WALLTIME,hash
16,32,3,0.2,0.1,-0.6042000541,6.45496918758,55.9735,5d8d4a918e21
16,8,4,0.3,0.05,-1.69747955687,5.8842015545,4.51547,764579a21cb6
16,16,5,0.3,0.1,-0.657385219262,4.81647993062,49.5219,64b12ca240ea
8,32,3,0.3,0.1,-0.896848780634,6.51163313529,57.0642,feda11cb9eff
8,16,5,0.4,0.2,-0.913396589739,6.58177586032,54.9308,4dfdd509ad60
8,16,5,0.2,0.1,-0.992511112494,6.53921665692,45.7827,e96c00d32fe6
8,32,5,0.2,0.025,-0.00942832079317,7.12437691746,440.336,24fa735e2e4a
16,8,4,0.3,0.1,-1.70683787847,6.42992531753,4.41921,dc829dea62b5
16,16,4,0.4,0.025,-1.0717293555,6.54887369045,19.0745,88ed92f4fdcb
8,32,5,0.2,0.05,-0.235093598121,7.02933312057,261.89,b268f1a590b2
8,8,5,0.3,0.025,-1.48196302228,6.92284083943,14.8337,9be12749e856
16,32,3,0.2,0.05,-0.604282306549,6.41376365799,55.9629,1e29f72d488a
16,16,3,0.3,0.1,-1.37181276567,5.43190388351,9.55806,1d5092a37c81
16,16,4,0.2,0.025,-1.03179110144,6.54887369045,20.9118,d461a9904c67
16,16,4,0.4,0.05,-1.01804454949,6.52723176551,21.5843,6be7e9dbc9f2
16,8,4,0.5,0.2,-1.71489096816,6.44868406367,4.33802,6287e3aa594b
8,16,5,0.2,0.025,-0.784987880732,5.99075784892,73.8286,e154aeb04bd8
16,8,3,0.3,0.4,-2.03061722535,6.42259246596,2.09684,b0b8b2a632a5
8,32,3,0.4,0.4,-0.899160945385,6.43972922102,56.7612,63c102145891
16,32,5,0.2,0.1,0.0359648825424,7.04017052064,244.426,82b99f40f52b
16,8,3,0.4,0.2,-2.02628527019,6.37951581405,2.11786,c8fe583345a2
8,32,5,0.3,0.1,-0.220912006207,7.03330535389,270.583,1db318e1137c
16,32,5,0.3,0.025,0.274545768905,7.10818170135,423.378,8717c4fc62d2
16,8,3,0.2,0.1,-2.01667647659,6.4410198445,2.16524,48ea2c984bbb
8,32,3,0.2,0.1,-0.893333992958,6.96531385968,57.5279,4517f897f666
16,16,5,0.5,0.025,-0.476515980662,6.56804769828,75.1046,273d8ee0fa15
16,8,5,0.4,0.05,-1.40790717235,4.78845120702,8.7958,9ed34bd8e134
8,8,5,0.2,0.025,-1.71097174127,6.42793769629,8.75469,4deb1acc138e
8,32,3,0.4,0.025,-0.925520824977,6.98563984125,53.4185,bb468eaecbeb
16,16,5,0.3,0.025,-0.483478140636,6.94540397779,73.9102,07257fe04285
8,32,5,0.3,0.025,0.115060686041,7.17714433247,586.507,a1f6c39d9c7b
16,8,3,0.5,0.1,-2.02849943211,6.41581706362,2.10709,36428a2ffabe
8,32,5,0.4,0.1,-0.126790521504,7.09480473989,336.064,574ce547be7d
16,8,5,0.2,0.1,-1.42561372104,6.43778606574,8.4444,32124e30c998
16,16,3,0.3,0.025,-1.37619544353,6.51108512956,9.46209,8dc60d4df268
8,32,3,0.5,0.1,-0.900839811333,6.43843475067,56.5422,1dc4dc969ede
8,8,3,0.3,0.1,-2.34400407216,6.65846473521,2.03802,3a8b919b777d
16,8,4,0.5,0.1,-1.69685868298,6.43713641044,4.52193,bc2a09f60f23
16,32,3,0.4,0.4,-0.603813055958,6.71410702191,56.0234,c73b80b20e88
16,32,3,0.2,0.025,-0.597788308646,6.45931527299,56.806,7beef557a26b
8,32,5,0.3,0.05,-0.206731268046,7.03330535389,279.564,b695d82ed71d
8,32,5,0.4,0.025,0.114653974219,7.19088455324,585.958,532afb67384f
8,32,4,0.3,0.2,-0.586946238104,6.75474941409,116.484,51eac31cb065
16,16,3,0.5,0.4,-1.36359368779,6.56804769828,9.74067,a666344cfa15
16,32,5,0.2,0.05,0.044983757556,7.04995198022,249.555,6f9576485227
16,32,5,0.5,0.1,0.264044005934,7.14345549484,413.263,3d6ea0e504d1
16,32,5,0.4,0.4,0.0557095330022,7.0649130112,255.795,096100e11405
16,32,4,0.4,0.4,-0.282418250788,6.75255362655,117.426,f03d24771ffb
8,8,4,0.4,0.4,-2.01164025191,6.42594093654,4.38099,7f22e1587745
8,32,4,0.4,0.4,-0.569996651619,7.0370782853,121.12,8f5aee2c0a1e
16,8,4,0.3,0.4,-1.70517825353,6.44037501219,4.43613,9fbbcccb6f57
16,32,4,0.4,0.05,-0.301057019272,6.75972705576,112.493,37238938c7a5
16,16,3,0.5,0.2,-1.3601192388,6.56804769828,9.81891,547978355c65
16,16,5,0.4,0.1,-0.676821262706,6.55037904544,47.3545,dcda29a88545
16,16,4,0.4,0.4,-1.03450353676,6.5443260627,20.7816,9b4c8562d795
16,32,4,0.3,0.1,-0.28744008429,6.76799958173,116.076,a5d942044ed4
8,8,3,0.2,0.05,-2.32607640406,6.41513367326,2.12391,f499182027b9
8,32,5,0.5,0.1,0.090887145718,7.18824026365,554.753,8c31ac8e13df
8,8,4,0.2,0.4,-2.03837749485,6.41853992195,4.11941,1163594de4e1
16,32,5,0.5,0.2,0.0707338225683,7.07400851603,264.799,81fbfdda9348
8,16,3,0.2,0.05,-1.66307486653,6.50110090865,9.77547,3ef293c54b89
8,32,5,0.4,0.2,-0.202493943623,7.09236689092,282.305,019b515ff749
8,32,4,0.2,0.1,-0.592333440501,7.0048810379,115.048,092ddc83e72a
16,32,5,0.5,0.4,0.0612798663488,7.06628954003,259.097,673692bceecd
8,16,5,0.2,0.4,-1.00037075617,6.53870239459,44.9616,c72825c49e06
24,16,4,0.4,0.5,-0.846323319156,5.02733329594,21.3682,36547878422e
24,16,4,0.3,0.25,-0.847454824979,6.57187832494,21.3126,c5fc5377cf8b
24,32,5,0.4,0.5,0.21633483506,7.04388453216,246.846,46e7cfbd8836
8,32,3,0.4,0.25,-0.902449633679,6.65532902136,56.333,de7d1ac7995d
24,16,3,0.3,0.5,-1.16504973342,6.51436283932,10.2575,212ef1fe2475
8,16,6,0.4,0.02,0.137930537015,7.16624297461,618.22,0b2e12b1fc0a
8,16,3,0.4,0.25,-1.65241848119,6.46848439221,10.0183,e1b845bdbac7
24,16,6,0.4,0.25,-0.224731394586,6.56900852717,89.4046,85648fd04db0
8,32,4,0.4,0.02,-0.599239500092,7.0269990947,113.233,fa1768786268
8,32,4,0.3,0.5,-0.588848132585,7.02966553121,115.975,10fdc4b45b1a
24,32,6,0.4,0.02,1.03650646667,7.27237116926,1631.54,b10369fc3b03
8,16,6,0.4,0.25,-0.349925717734,6.98083278641,201.042,38a136a4aff7
24,32,4,0.4,0.02,-0.133122185663,7.03132377867,110.4,6bcd2a831175
24,16,5,0.4,0.25,-0.555860440326,6.56900852717,41.7091,a1ef7d96ecfa
8,32,5,0.4,0.5,-0.218562187159,7.02565971205,272.051,514408067217
8,32,5,0.3,0.25,-0.22595042597,7.02866753503,267.462,df88a936b7b0
8,16,4,0.4,0.25,-1.29841858435,5.27511777965,22.6357,d0693c3a17bd
8,16,5,0.3,0.25,-0.955969218003,6.53196097175,49.8016,71d38d69e97c
24,32,3,0.3,0.5,-0.4244896341,6.68863620337,56.4419,1fb1e2e4177b
8,32,6,0.4,0.25,0.422119071747,7.18650701212,1189.41,6b78ea5467c4
8,16,4,0.4,0.02,-1.37210411784,6.44486886067,19.1033,8c52a9b46ebd
24,32,5,0.3,0.02,0.186758627182,7.04500860798,230.595,4dfd28395167
24,32,6,0.3,0.25,0.557355593439,7.05920765812,541.311,c1d22b8a7ff9
24,32,5,0.4,0.02,0.175614238345,7.04000831915,224.753,5bf78dc79d85
8,16,6,0.4,0.5,-0.436993812938,6.54987783999,164.52,7849c5815aee
8,32,5,0.4,0.02,0.112101309232,7.10928959604,582.524,f4b8c8c78a15
24,16,4,0.3,0.02,-0.908171311015,6.5728307255,18.5319,1f2a4c1a1496
24,32,6,0.4,0.5,0.541299608066,7.03935890672,521.664,81542e3171e2
24,16,6,0.3,0.02,0.251308826545,7.04388453216,267.547,e1e1e99659f7
24,32,4,0.3,0.5,-0.104713767937,6.45183799534,117.863,74c654c726df
8,32,6,0.3,0.25,0.342704222935,7.18927690393,990.642,d2297d3ffa2b
24,16,5,0.3,0.25,-0.565811269988,6.57709086902,40.7643,846a74cf2248
8,32,6,0.4,0.5,0.34917819945,7.15331475689,1005.52,bb715a7c4fa2
24,32,4,0.3,0.25,-0.109619971888,7.02833435934,116.539,f2d03f1ee3e3
8,32,6,0.4,0.02,0.976475311665,7.48846226935,4262.73,c5dbb0e53fd6
24,16,6,0.4,0.5,-0.240349779212,6.59688726131,86.2465,4e82697b9468
24,32,6,0.4,0.25,0.553254988924,7.09380257647,536.224,9218c2f3fe67
24,16,6,0.3,0.25,-0.23776170443,6.95280406281,86.762,20c47ae6ac76
24,16,3,0.4,0.5,-1.17729244001,6.5356039666,9.97238,1daa1d821c73
8,32,4,0.3,0.25,-0.595527395637,6.41718062669,114.205,7ef68f622478
24,16,6,0.3,0.5,-0.253714621984,6.57425542164,83.6328,b1e1fa9e1667
8,16,6,0.3,0.25,-0.412573420756,6.97048523324,174.036,72360c2d98ac
8,32,5,0.3,0.02,0.128981958202,7.22227435805,605.612,354a5c8e3d7c
24,16,5,0.4,0.5,-0.562064557962,6.5896261604,41.1175,6fda78a927da
24,32,3,0.3,0.25,-0.424568125505,6.45559272607,56.4317,110e5b17305f
8,32,5,0.3,0.5,-0.237001521352,7.03215053407,260.742,4ddbf3b0a9d5
24,32,5,0.4,0.25,0.215938795344,7.0414659563,246.621,b18c8c3ca45d
8,16,5,0.4,0.02,-0.654172496202,5.96454246608,99.7792,55bdff872231
8,32,5,0.4,0.25,-0.204038149984,7.03429276125,281.303,e5f59f25a152
8,16,6,0.3,0.02,0.124915573618,7.17166795887,599.968,4e9f16c46add
24,32,6,0.3,0.5,0.533854216723,7.06506617448,512.797,8ca0b79e117a
24,32,5,0.3,0.25,0.193529009137,7.03609719795,234.218,664cd4fb7ab9
24,32,4,0.4,0.25,-0.100128450004,7.04259630138,119.114,6930e5d33d78
24,32,5,0.3,0.5,0.207366833555,7.04596979129,241.801,94c407c4070e
8,16,3,0.3,0.5,-1.66816301098,6.41581706362,9.66161,5a76773a2ac9
8,32,6,0.3,0.5,0.303894591825,7.13139998662,905.956,9241bcd47d8e
24,32,4,0.4,0.5,-0.097232234254,7.03903383599,119.911,2bd56a69e480
24,16,4,0.3,0.5,-0.85493418165,6.57520262917,20.9487,a06639ce5c3b
24,32,3,0.4,0.5,-0.415737393549,6.4648399416,57.5909,e4b8e4571abc
24,16,6,0.4,0.02,0.197131631629,7.04420599367,236.169,395e26363ecc
8,32,4,0.3,0.02,-0.619905390059,5.58084289652,107.971,c57225121fa8
8,16,3,0.3,0.02,-1.69814803591,6.47568280809,9.01705,0d1b6c46f55e
8,32,6,0.3,0.02,0.940456715524,7.48375772946,3923.46,90f77c53debe
24,32,6,0.3,0.02,1.00665426704,7.27341503282,1523.16,01cc6dd3e652
8,16,6,0.3,0.5,-0.471986520068,6.95557153815,151.784,1546f7b04d56
24,32,4,0.3,0.02,-0.163886963025,6.46300618315,102.85,61d870589322
4,32,5,0.4,0.4,-0.268030912512,7.12902750707,485.525,d52a1592acdf
4,16,4,0.3,0.025,-1.30228256834,6.9226283146,44.8704,8f63d6291284
4,32,3,0.5,0.025,-1.14527167973,6.88373681986,64.4126,57893e9f9917
4,16,5,0.5,0.025,-0.640520781007,7.03132377867,205.931,d02678dfba9b
4,32,5,0.5,0.4,-0.259959422,7.12183130007,494.633,6659c15e5b6b
4,32,5,0.5,0.2,-0.20349736136,7.16344381315,563.307,49bd90f99247
4,16,5,0.3,0.1,-1.04707523915,6.58037566196,80.7546,07dd390076f6
4,8,3,0.2,0.025,-2.65912643027,6.39051119835,1.97295,ad3379eee89c
4,8,3,0.2,0.2,-2.62220621056,6.39123441997,2.14801,4271b4b24eb9
4,16,3,0.5,0.4,-1.97103764275,6.49602138312,9.62066,040d9aa2e51d
4,16,5,0.3,0.025,-0.713838050117,7.03032959018,173.942,11a9c8ec364f
4,32,5,0.2,0.4,-0.497625994049,7.041304238,286.165,92fc573fc6e0
4,32,5,0.5,0.05,0.0193138829581,7.29756408244,940.928,109e647be1ca
4,32,4,0.2,0.025,-0.676466026574,7.0912149155,189.573,075e6d136dc3
4,8,3,0.4,0.05,-2.65732295853,6.35193229242,1.98116,63f4819de3c5
4,16,3,0.4,0.025,-2.01028575062,6.50053944189,8.78935,4405dbdb1cff
4,32,5,0.2,0.2,-0.466215235702,7.05765271739,307.629,3bdaba568db2
4,16,5,0.4,0.025,-0.707288699744,7.02632991972,176.585,04dce43ae005
4,16,5,0.5,0.2,-0.985253179322,6.96473544297,93.1085,fce4f50c8d86
4,32,5,0.3,0.4,-0.331746649305,7.1302153669,419.272,610b109207e5
4,16,4,0.4,0.2,-1.57227953178,6.92411380902,24.097,2301bd2f138f
4,32,5,0.5,0.025,0.0738445685613,7.30591103356,1066.81,1322dc0bd8cf
4,32,3,0.3,0.025,-1.23860847309,6.99093952408,51.9558,872a515b155d
4,8,4,0.2,0.05,-2.31667573451,6.42057092089,4.34077,de68645267cd
4,32,5,0.2,0.1,-0.379646447239,7.07265627473,375.488,307f1ebe331b
4,16,4,0.5,0.1,-1.53804983911,6.92368990027,26.0731,fbbd49ec5d08
4,8,5,0.4,0.025,-1.67672497647,6.91469087665,18.946,bcef510b3e60
4,16,3,0.3,0.2,-1.98163750987,6.41101059341,9.38869,f9b6898c1c16
4,32,4,0.5,0.2,-0.83673921001,7.03740482252,131.07,afe841ec84d3
4,32,4,0.3,0.05,-0.848602907167,7.0141050302,127.538,c484b6364083
4,32,4,0.4,0.025,-0.874565726673,7.01804773464,120.137,e6152a957540
4,8,5,0.3,0.1,-1.78839302704,6.46544947782,14.6504,dfa016911128
4,8,4,0.3,0.2,-2.31659770245,6.41718062669,4.34155,5d4d2945ea65
4,32,4,0.4,0.1,-0.834993220432,7.02414795251,131.598,1784bb76bf7b
4,16,3,0.5,0.025,-2.01422983924,6.40123506374,8.70989,1622600f7d86
4,32,4,0.4,0.05,-0.787622969654,7.09751329787,146.764,3c17b2dfb5bf
4,32,4,0.5,0.05,-0.88355092127,6.54837074368,117.677,70a2380ec84f
4,32,4,0.3,0.1,-0.863008303584,6.71479365365,123.377,bf6b6b642091
4,8,4,0.4,0.2,-2.30953417,6.41238930721,4.41274,537223021842
4,32,4,0.3,0.4,-0.855515739231,7.01289793736,125.524,c7a0ce9ccc97
4,32,5,0.3,0.2,-0.327710191421,7.13126852166,423.187,aa704fa06706
4,32,5,0.4,0.05,0.0239982839371,7.31565132609,951.132,be4d3eaff9b5
4,32,3,0.2,0.025,-1.19869006563,6.70508059265,56.9577,77dd78e948d7
4,8,4,0.5,0.05,-2.28055637825,6.41989497604,4.71722,87265f1368f8
4,32,4,0.3,0.025,-0.875814693655,6.71065748446,119.792,b510ac97f4ab
4,32,5,0.2,0.025,-0.0648444322711,7.22077899929,775.172,95ed36bb750a
4,32,5,0.2,0.05,-0.346219521786,7.09608984697,405.53,d47e1b9b8ac2
4,16,5,0.2,0.025,-0.849656395733,7.03363473918,127.229,7deabb024495
4,32,5,0.3,0.1,-0.272746198976,7.13205671513,480.282,b35f750b91a0
4,8,4,0.3,0.025,-2.30661996094,6.41853992195,4.44245,230b619a3c31
4,32,5,0.3,0.025,0.0916083443988,7.29979972251,1111.35,edd7d2a32994
4,32,5,0.4,0.1,-0.198597814628,7.11737418805,569.698,6b70e11e2bc0
4,32,5,0.3,0.05,-0.260298467543,7.1310054723,494.247,d6f682e09182
4,32,5,0.4,0.025,0.0962261849373,7.30282184121,1123.23,5e2505330f68
4,16,3,0.3,0.025,-1.98274400267,6.48041630979,9.3648,04b01b2faef7
4,16,5,0.3,0.2,-1.08878733083,6.98287303757,73.3593,24db9ed8567d
4,32,4,0.4,0.4,-0.844276071587,7.02397965393,128.815,e43f4661d1c5
4,8,5,0.2,0.1,-1.89510716012,6.43972922102,11.4587,34cf25379c33
4,32,5,0.5,0.1,-0.00642955821977,7.28556522975,886.774,305462117371
4,32,5,0.4,0.2,-0.260475122022,7.11149694251,494.046,3417f26d584d
4,32,4,0.2,0.1,-0.854993615539,7.02313718134,125.675,c68459bcadad
4,16,4,0.5,0.025,-1.40983708731,6.93930994213,35.0272,b55781582021
4,16,5,0.3,0.05,-1.04689350235,6.89498206085,80.7884,7463e908b097
16,32,5,0.2,0.025,0.0118616610715,7.03248079605,231.23,05572f85d2f0
16,32,5,0.2,0.2,0.0345892449297,7.03822009305,243.653,e36c89c6f2ae
16,32,5,0.4,0.025,0.289625612861,7.13623642361,438.337,269bf910edb9
16,32,5,0.4,0.4,0.0629060696427,7.0344571111,260.069,f4f6baa92f26
16,32,5,0.4,0.05,0.278360272099,7.13271245205,427.113,9d3631039c9f
16,32,5,0.3,0.025,0.253193647357,7.10928959604,403.066,861939c3524d
16,32,5,0.4,0.1,0.0720880642709,7.04532923884,265.626,2e71ef4c1282
16,32,5,0.3,0.2,0.0543798022612,7.03756799911,255.013,79a3a9450893
16,32,5,0.4,0.2,0.0577083566201,7.03675150238,256.975,eadb62910570
16,32,5,0.3,0.4,0.0532270262049,7.06137526432,254.337,869214897e12
16,32,5,0.2,0.1,0.0458391302494,7.03903383599,250.047,49cb399f9032
16,32,5,0.3,0.05,0.0566101422431,7.03740482252,256.326,6bea65f94180
16,32,5,0.3,0.1,0.0615161441362,7.05609218937,259.238,d66a0aa531ec
16,32,5,0.2,0.4,0.0228351169204,7.03462139878,237.147,c057ea7d156a
16,32,5,0.2,0.05,0.0541515364249,7.06475979388,254.879,acec16de7ec9
32,32,4,0.2,0.1,0.028148138164,7.02364286099,120.033,827ba798c038
32,32,6,0.3,0.025,1.02380646622,7.19260045623,1188.39,3ee56e20b8bd
32,16,6,0.3,0.4,-0.110640519935,6.56321140686,87.1991,1c1ec49fcc10
32,32,4,0.4,0.4,0.0171966330164,7.03887120933,117.044,49f830db3d4b
32,32,4,0.3,0.025,-0.0186909095499,7.02883402707,107.761,fd54f2f1f595
32,16,6,0.3,0.1,-0.111211659788,6.59823530528,87.0845,9bf791475e76
32,16,5,0.3,0.025,-0.474549752668,6.37051456994,37.7227,1739505bcc12
32,32,5,0.3,0.025,0.304028796651,7.07355823659,226.559,213cf5348740
32,32,5,0.2,0.1,0.332524636937,7.04628971358,241.923,f8c108a1a47b
32,16,5,0.2,0.1,-0.432274304373,6.58224159171,41.5794,a078fad6515a
32,16,5,0.3,0.1,-0.424522721885,6.58733194227,42.3282,c3a624c382bc
32,32,6,0.2,0.1,0.660478423158,7.07039314046,514.791,96b9a094ede6
32,16,6,0.3,0.025,0.214262045307,7.03412834917,184.253,f041eed71dcc
32,16,5,0.3,0.4,-0.436507312479,6.58130962895,41.1761,f8bf2be97aac
32,32,5,0.3,0.4,0.328839707249,7.0702418447,239.879,074c63a47d24
32,32,6,0.4,0.4,0.674097368111,7.08511639728,531.19,fc7d8f420196
32,16,5,0.2,0.025,-0.457876426588,6.58779175648,39.1991,f85851fefa11
32,32,6,0.3,0.4,0.673337164057,7.08144524709,530.261,e21cd1df7ff2
32,32,5,0.4,0.1,0.3350913205,7.04947604102,243.357,ba82de223bf3
32,32,4,0.2,0.4,0.00687850927489,6.47627732493,114.296,2c655e22fde8
32,32,6,0.2,0.025,1.01593321919,7.19317092063,1167.04,7e550364e44f
32,16,6,0.4,0.025,0.23041485773,7.01220666068,191.235,a057e778f6cb
32,32,6,0.2,0.4,0.641963875299,7.05436910711,493.306,cc97dcd29502
32,32,6,0.4,0.025,1.0203170774,7.19362675324,1178.88,91da2463d14e
32,32,4,0.3,0.1,0.0163200655077,7.03740482252,116.808,f95b70b02a63
32,32,4,0.4,0.1,0.0279925308854,7.04033266158,119.99,594a8084d0cf
32,32,5,0.2,0.4,0.330193638952,7.0372415846,240.628,0b59e66df7e9
32,32,5,0.2,0.025,0.300015457785,7.04114245946,224.475,e57be196f086
32,16,4,0.3,0.025,-0.755935197844,6.54736309942,19.7341,3bac9661dd4b
32,16,5,0.4,0.4,-0.42997935763,6.46177936176,41.7997,17acedbaeb81
32,32,6,0.3,0.1,0.663841585131,7.06978764091,518.793,b5397781c8d7
32,32,5,0.3,0.1,0.327579602099,7.04660940036,239.184,b85df59c536e
32,16,6,0.2,0.4,-0.132380113502,5.92622716834,82.9416,46d04ff5e074
32,32,6,0.4,0.1,1.00026628563,7.2403399378,1125.69,7c1f13064b15
32,32,5,0.4,0.025,0.31576702101,7.04868164811,232.766,70ee47499c47
32,16,4,0.4,0.025,-0.795602640022,6.43972922102,18.0115,9e39e9909aff
32,16,4,0.4,0.1,-0.739756837184,6.5827068242,20.4831,040ebcdf87e2
32,32,4,0.3,0.4,0.0163423730549,7.02195496736,116.814,072042f9d776
32,32,5,0.4,0.4,0.332626949944,7.04436663524,241.98,40284a45f6e1
32,16,6,0.2,0.025,0.162675902943,7.00977849032,163.617,884cd43fb022
16,16,5,0.2,0.2,-0.699926504733,6.54887369045,44.901,952f50dc92e1
16,16,5,0.4,0.025,-0.495743656889,6.54987783999,71.852,b0404454ecbc
16,16,5,0.4,0.4,-0.665936932112,6.53715594377,48.5563,83ba3a6c6ad1
16,16,5,0.3,0.025,-0.491710949088,6.55881221298,72.5223,e60ef68dd83e
16,16,5,0.4,0.2,-0.6698244098,6.54483371264,48.1236,26ba69fe0476
16,16,5,0.2,0.05,-0.66299534954,6.53663923403,48.8863,8e7f7fd98e87
16,32,6,0.4,0.1,1.00068853448,7.36907210813,2253.57,69488c832954
16,32,6,0.2,0.1,0.448317358625,7.1470205238,631.684,e889c8dc1124
16,32,6,0.4,0.25,0.518219045951,7.1300835428,741.996,9765ba48b8b8
16,32,6,0.4,0.02,1.07381769937,7.36846331955,2666.86,197bd8324608
16,32,6,0.2,0.02,0.995631295191,7.28813828964,2227.48,975d6af46882
16,32,6,0.2,0.5,0.413226723432,7.14204690174,582.652,4ac03772858c
16,32,6,0.2,0.1,0.377616235094,7.04804508591,536.783,6f94cb98bafa
16,32,6,0.4,0.5,0.409124993504,7.08962594339,577.175,74e961f59e67
8,32,6,0.5,0.1,0.896652347879,7.50949199135,3547.03,23b2c081c455
8,32,6,0.2,0.1,0.306153761989,7.14460459159,910.681,b64166605238
16,32,6,0.5,0.1,0.94670983944,7.301402287,1990.18,75eaf87afc05
16,32,6,0.5,0.4,0.487294272258,7.11369312661,690.998,7ac9b9ea7399
16,32,6,0.2,0.4,0.363813308823,7.03658801866,519.991,0848151b57f2
16,32,6,0.5,0.025,0.984901190675,7.29783296769,2173.12,de556d4d0d32
8,32,6,0.5,0.025,0.945752988248,7.53326555213,3971.6,e93106d35301
8,32,6,0.2,0.025,0.940918054818,7.53222220152,3927.63,f40285551177
16,32,6,0.2,0.025,0.987360343989,7.30749124567,2185.46,c2a1d38e5387
16,32,6,0.2,0.1,0.376778040341,7.05468290371,535.748,9da29d42f6a6
8,32,6,0.2,0.4,0.240773825284,7.09265440797,783.405,acad1e1d393c
8,32,6,0.5,0.4,0.402204046065,7.18939193359,1136.1,8384115038f5
